rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,eval/mean_ep_length,eval/std_reward,eval/mean_reward
47.12496084,404,78.94,558,2285568,5655,5e-05,-0.005071450024843216,0.1,-0.01581157004548004,5570,0.10693419976742007,0.012455517,0.9969743541441858,-1.4927683282643556,0.27978515625,,,
46.27016923000001,404,78.64,559,2289664,5665,5e-05,-0.0015894267708063126,0.1,-0.01621252041950356,5580,0.1566944706137292,0.011422541,0.9943939317017794,-1.525726468116045,0.304931640625,,,
,,,,2290000,,5e-05,0.0009574852883815765,0.1,-0.016872489204251905,5590,0.1326318150619045,0.010633744,0.996272396761924,-1.5339457854628562,0.280419921875,78.1,5.388137090289334,49.01754768106121
47.18936726999999,404,77.89,560,2293760,5676,,,,,,,,,,,,,
46.95171014,404,78.63,561,2297856,5685,5e-05,8.563883602619171e-05,0.1,-0.015609323972603307,5600,0.1413351569790393,0.011693859,0.9958855560980737,-1.5136288460344076,0.29169921875,,,
,,,,2300000,,5e-05,0.00018730759620666504,0.1,-0.015459599211317255,5610,0.1249801160651259,0.013021024,0.9964225480798632,-1.5364525675773621,0.301416015625,79.5,2.9306425505787765,48.14299514667143
46.992751940000005,404,78.89,562,2301952,5696,,,,,,,,,,,,,
46.85308935999999,404,79.73,563,2306048,5706,5e-05,-0.0018034856766462326,0.1,-0.01733742371579865,5620,0.12021081576822326,0.01016221,0.9965052157640457,-1.5183517415076495,0.283251953125,,,
,,,,2310000,,5e-05,0.0071269068866968155,0.1,-0.01649064129742328,5630,0.15189633451518603,0.013862133,0.9951481921598315,-1.522664862126112,0.2910400390625,75.1,4.664056586208641,48.633708880917666
46.272333520000004,404,78.51,564,2310144,5717,,,,,,,,,,,,,
45.9513067,404,77.63,565,2314240,5726,5e-05,0.008473632857203484,0.1,-0.01592619721632218,5640,0.15952112982049585,0.012091658,0.995198872871697,-1.5477965578436852,0.28876953125,,,
46.29546159,404,79.68,566,2318336,5736,5e-05,-0.0047774966806173325,0.1,-0.01355150627423427,5650,0.18765460946015083,0.014573259,0.9924286454916,-1.5325739227235318,0.28603515625,,,
,,,,2320000,,5e-05,-0.008359193801879883,0.1,-0.015424657322000712,5660,0.12286668937304057,0.014478233,0.9960395656526089,-1.5062803890556098,0.3255859375,77.0,4.804232950231692,47.878335783752306
46.90884667999999,404,79.26,567,2322432,5747,,,,,,,,,,,,,
48.12168230000001,404,77.35,568,2326528,5757,5e-05,-0.024422362446784973,0.1,-0.01747561994852731,5670,0.10227148931007832,0.011586402,0.9972145282663405,-1.5101791635155677,0.290283203125,,,
,,,,2330000,,5e-05,-0.003783000633120537,0.1,-0.017719446300179697,5680,0.09367054204922169,0.013972668,0.9974170371424407,-1.5149060439318418,0.3185302734375,77.9,5.185156625390888,49.694921795202646
47.51330401,404,77.67,569,2330624,5767,,,,,,,,,,,,,
47.493544130000004,404,77.23,570,2334720,5777,5e-05,-0.014090370386838913,0.1,-0.017063092114403842,5690,0.10433901369106025,0.011320685,0.9972362893167883,-1.5154570061713457,0.3021728515625,,,
47.53660975,404,77.55,571,2338816,5787,5e-05,-0.01540323719382286,0.1,-0.01440783245197963,5700,0.10886508778203279,0.012245799,0.9971542672719806,-1.4949640642851592,0.299365234375,,,
,,,,2340000,,5e-05,-0.015246202237904072,0.1,-0.015952377842040733,5710,0.10282566141104325,0.011409365,0.9970827454235405,-1.5055148534476757,0.3027099609375,76.2,5.715998103415132,48.454439868739776
47.45129542999999,404,77.19,572,2342912,5798,,,,,,,,,,,,,
47.537338690000006,404,77.07,573,2347008,5807,5e-05,-0.009001515805721283,0.1,-0.017107827153813558,5720,0.09352485363488086,0.013912965,0.9977484759874642,-1.503990725055337,0.3085205078125,,,
,,,,2350000,,5e-05,0.005231291055679321,0.1,-0.01692855745131965,5730,0.14082208090112544,0.012617889,0.9958956041373312,-1.5168358087539673,0.2765380859375,77.4,5.844975113462326,47.02322753592786
46.87528088000001,404,79.01,574,2351104,5818,,,,,,,,,,,,,
47.09558847000001,404,77.37,575,2355200,5828,5e-05,-0.011023364961147308,0.1,-0.01526520412589889,5740,0.12117021138546988,0.012642826,0.9967995898332447,-1.507883757352829,0.2955810546875,,,
47.43522384,404,77.0,576,2359296,5838,5e-05,0.003400130197405815,0.1,-0.017136350871442118,5750,0.12820426224498077,0.011593549,0.996491403086111,-1.4980005282908677,0.2904541015625,,,
,,,,2360000,,5e-05,0.0015674084424972534,0.1,-0.016622248955536635,5760,0.11968837145832367,0.012741906,0.9967405307106674,-1.4913412909954786,0.2986572265625,81.1,5.206711843319501,49.766246651019216
47.479156489999994,404,77.26,577,2363392,5848,,,,,,,,,,,,,
47.01040194,404,78.21,578,2367488,5858,5e-05,0.013952696695923805,0.1,-0.015279702832049224,5770,0.13037025282974354,0.014890242,0.9963986980728805,-1.5245255462825298,0.3140380859375,,,
,,,,2370000,,5e-05,-0.014433500356972218,0.1,-0.016886054724091083,5780,0.1522367676254362,0.011353973,0.9954698379151523,-1.5062744252383709,0.2763671875,76.3,7.726163534806941,46.20221598738012
47.69095722,404,77.58,579,2371584,5869,,,,,,,,,,,,,
48.16152666999999,404,78.33,580,2375680,5879,5e-05,-0.0037395209074020386,0.1,-0.017437240709841716,5790,0.1084322601207532,0.011864055,0.9972393037751317,-1.5018642801791429,0.31953125,,,
47.96175349,404,79.49,581,2379776,5888,5e-05,-0.0027219727635383606,0.1,-0.01530206328170607,5800,0.10525862419744954,0.012297952,0.9968558810651302,-1.500930781289935,0.2940185546875,,,
,,,,2380000,,5e-05,-0.0008891262114048004,0.1,-0.017115169028693346,5810,0.10442735778051429,0.011827631,0.9965168873313814,-1.5022533506155014,0.31044921875,75.1,5.3796461138005025,51.440070489413586
47.950126450000006,404,78.65,582,2383872,5899,,,,,,,,,,,,,
47.202869789999994,404,79.08,583,2387968,5909,5e-05,0.004370385780930519,0.1,-0.01621627101849299,5820,0.09153531594201922,0.011706921,0.9972875798121095,-1.5108034629374743,0.312841796875,,,
,,,,2390000,,5e-05,-0.003102949820458889,0.1,-0.016239516167115654,5830,0.11917050756746903,0.011579068,0.9960524621419609,-1.5207758892327548,0.286328125,75.3,2.8815451735420172,50.18864845303058
47.88610618999999,404,76.98,584,2392064,5920,,,,,,,,,,,,,
47.605760710000006,404,77.36,585,2396160,5929,5e-05,0.000586342066526413,0.1,-0.0161896444944432,5840,0.12616907829651608,0.010641741,0.9964002906344831,-1.4968334700912238,0.2768798828125,,,
,,,,2400000,,5e-05,-0.006199348717927933,0.1,-0.017378171586460666,5850,0.13102423872915098,0.012282701,0.9966522105969489,-1.4932389218360185,0.2737548828125,74.3,3.8069796699559975,49.550590414767264
47.246678589999995,404,78.28,586,2400256,5940,,,,,,,,,,,,,
47.48559024000001,404,77.8,587,2404352,5950,5e-05,-0.006611205637454987,0.1,-0.01563182577810949,5860,0.11836582605610602,0.012472093,0.9969753227196634,-1.4746849928051233,0.3051025390625,,,
47.0079344,404,78.68,588,2408448,5960,5e-05,-0.009575399570167065,0.1,-0.016318122937809675,5870,0.13755274224095046,0.013232995,0.9955605394206941,-1.4981527291238308,0.3136474609375,,,
,,,,2410000,,5e-05,-0.008167950436472893,0.1,-0.01644635274205939,5880,0.12848794660530985,0.009674359,0.9959092172794044,-1.494623713567853,0.2927490234375,77.3,4.91996711858672,48.538034865431605
46.80328747000001,404,79.23,589,2412544,5971,,,,,,,,,,,,,
47.96237970999999,404,78.25,590,2416640,5980,5e-05,-0.005041588097810745,0.1,-0.016739436863281297,5890,0.10735526427160949,0.011831684,0.9966169022955,-1.4869016852229833,0.27490234375,,,
,,,,2420000,,5e-05,0.0007304809987545013,0.1,-0.016919571993639693,5900,0.11066082729375921,0.01107015,0.9972071587108076,-1.4489455007016658,0.3077880859375,73.3,3.6114604459956143,50.64155913815811
49.324391450000014,404,76.53,591,2420736,5991,,,,,,,,,,,,,
48.295998960000006,404,77.89,592,2424832,6001,5e-05,0.0011555328965187073,0.1,-0.016051210765726864,5910,0.11677667363546788,0.014758263,0.9968311400152743,-1.4829533956944942,0.2900634765625,,,
47.34844545,404,78.97,593,2428928,6011,5e-05,-0.007876703515648842,0.1,-0.015376314926834311,5920,0.09329121305490844,0.011346135,0.9971330459229648,-1.4888354368507861,0.2939453125,,,
,,,,2430000,,5e-05,0.014066489413380623,0.1,-0.01611870748383808,5930,0.12163991238921881,0.012791717,0.99638627236709,-1.5006440326571464,0.3012451171875,81.3,5.03188425281334,48.706650555869246
46.797666080000006,404,79.76,594,2433024,6022,,,,,,,,,,,,,
47.831978719999995,404,78.36,595,2437120,6031,5e-05,-0.007192956283688545,0.1,-0.01701762649900047,5940,0.10526351156295277,0.011895487,0.9967457859311253,-1.4814034003764391,0.29775390625,,,
,,,,2440000,,5e-05,-0.01035439595580101,0.1,-0.014350073158857413,5950,0.11795452704536728,0.011433358,0.9969409815967083,-1.477192660793662,0.2916259765625,75.2,3.7801156823677218,49.51807271689255
48.31554439000001,404,76.76,596,2441216,6042,,,,,,,,,,,,,
48.24169509,404,77.39,597,2445312,6052,5e-05,0.0025226231664419174,0.1,-0.016125635043135845,5960,0.11820488691446371,0.011541475,0.9962465888820589,-1.4795315548777581,0.28271484375,,,
47.27037101,404,79.37,598,2449408,6061,5e-05,-0.0017837360501289368,0.1,-0.01376851276945672,5970,0.10741513239918277,0.013909176,0.9974204211030155,-1.449078081175685,0.31611328125,,,
,,,,2450000,,5e-05,-0.0030118729919195175,0.1,-0.01419335314858472,5980,0.1197501860500779,0.011890939,0.9960275525227189,-1.465998762100935,0.281201171875,82.2,4.2750474607888815,48.488146008525895
46.590222780000005,404,79.93,599,2453504,6072,,,,,,,,,,,,,
47.69590369,404,78.51,600,2457600,6082,5e-05,0.005638379603624344,0.1,-0.014044796506641432,5990,0.13326477364171296,0.012209773,0.9965077908709645,-1.481177843734622,0.2908447265625,,,
,,,,2460000,,5e-05,0.001319156028330326,0.1,-0.014466492767678574,6000,0.12562687526806257,0.012053383,0.9968689130619168,-1.471184078976512,0.30546875,75.6,4.597678169235371,51.13776944653048
48.11139018000001,403,77.95,601,2461696,6093,,,,,,,,,,,,,
47.87395176,404,77.91,602,2465792,6103,5e-05,-0.003209170885384083,0.1,-0.01613686763230362,6010,0.10417601048247889,0.012621847,0.9971162774600089,-1.4594421252608298,0.2883544921875,,,
48.08215511999999,404,77.09,603,2469888,6112,5e-05,-0.012624595314264297,0.1,-0.015761590325564612,6020,0.09904462461126969,0.014774614,0.9968000538647175,-1.474370164424181,0.31552734375,,,
,,,,2470000,,5e-05,0.00983787328004837,0.1,-0.015395236280164681,6030,0.11944959368556737,0.012234656,0.9967433998826891,-1.453512379899621,0.29560546875,74.2,2.587201138824398,51.31458415636009
48.172951950000005,404,77.13,604,2473984,6123,,,,,,,,,,,,,
48.456987250000005,404,77.15,605,2478080,6132,5e-05,0.010745761916041374,0.1,-0.01661706400118419,6040,0.11450165511341766,0.012186372,0.9967831615358591,-1.4473492968827486,0.2836181640625,,,
,,,,2480000,,5e-05,0.01679239235818386,0.1,-0.017174706027435604,6050,0.13624380617402493,0.009312996,0.9962848236318678,-1.4519080135971307,0.272216796875,75.6,3.891746332713716,49.98350019508679
48.414996099999996,404,76.87,606,2482176,6143,,,,,,,,,,,,,
47.73093004999999,404,77.84,607,2486272,6153,5e-05,-0.012034761719405651,0.1,-0.016727093972440342,6060,0.11278734776424244,0.011860778,0.9962918953970075,-1.4758343812078238,0.2974365234375,,,
,,,,2490000,,5e-05,0.0012541301548480988,0.1,-0.014727720776863861,6070,0.1474052899866365,0.012572355,0.9958237227983773,-1.4415916852653026,0.289306640625,79.7,3.122585320223348,47.3290861590109
47.39364012000001,404,78.06,608,2490368,6164,,,,,,,,,,,,,
48.11706596000001,404,77.15,609,2494464,6173,5e-05,-0.0022642966359853745,0.1,-0.015189507543982472,6080,0.12134511183248833,0.013018208,0.9964679630938917,-1.4939330402761697,0.301708984375,,,
48.01031008999999,404,78.11,610,2498560,6183,5e-05,0.0003055781126022339,0.1,-0.01593463564677222,6090,0.1333324073930271,0.010755084,0.9960175403393805,-1.4584616560488939,0.2935791015625,,,
,,,,2500000,,5e-05,-0.010786798782646656,0.1,-0.014743952991557308,6100,0.12213519273791462,0.011931517,0.9959774580784142,-1.4814451180398465,0.2841796875,80.6,6.869589785406895,48.38253309148132
47.207990020000004,404,79.17,611,2502656,6194,,,,,,,,,,,,,
47.78911291,404,77.67,612,2506752,6203,5e-05,-0.013874705880880356,0.1,-0.017875320177699904,6110,0.13353583757998422,0.010418931,0.9961755853146315,-1.4630128465592862,0.31328125,,,
,,,,2510000,,5e-05,0.004619644954800606,0.1,-0.015254485150217078,6120,0.1555085489701014,0.014271736,0.9953772281296551,-1.4635510697960854,0.2878173828125,74.9,4.671134092647868,50.47122273496781
48.379030820000004,404,76.77,613,2510848,6214,,,,,,,,,,,,,
47.879748369999994,404,78.04,614,2514944,6224,5e-05,-0.005831567570567131,0.1,-0.01791072022751905,6130,0.08301998167007696,0.014193926,0.9979202789254487,-1.4900847248733045,0.350439453125,,,
47.58581856,404,79.39,615,2519040,6234,5e-05,0.00791204534471035,0.1,-0.015011212955869269,6140,0.10376250129193068,0.011664504,0.997165693435818,-1.4567219320684672,0.2748779296875,,,
,,,,2520000,,5e-05,-0.008698573336005211,0.1,-0.016158592500141823,6150,0.11102841828833335,0.011916835,0.9969804999418557,-1.4823016595095395,0.2905517578125,81.4,4.059266552324417,44.98196798938279
47.89637716999999,404,78.7,616,2523136,6245,,,,,,,,,,,,,
47.98203979,404,77.94,617,2527232,6255,5e-05,0.006229855120182037,0.1,-0.012860762387572323,6160,0.16902925563044846,0.010000117,0.9945398410782218,-1.4646092470735312,0.283837890625,,,
,,,,2530000,,5e-05,-0.012085236608982086,0.1,-0.01523426691055647,6170,0.10056693995720707,0.013890412,0.9976040297187865,-1.5015544217079877,0.3163818359375,80.4,3.9407512161247817,50.36694284959741
48.02358257,403,78.6,618,2531328,6266,,,,,,,,,,,,,
48.46053400000001,403,78.0,619,2535424,6276,5e-05,-0.016417548060417175,0.1,-0.016340989013406214,6180,0.10760364957968704,0.011875607,0.9971235296688974,-1.497117780148983,0.2888671875,,,
48.69078272000001,404,77.97,620,2539520,6285,5e-05,-0.005012635141611099,0.1,-0.013805063448671717,6190,0.14984419570537283,0.012884464,0.9960621823556721,-1.4777450744062661,0.3104736328125,,,
,,,,2540000,,5e-05,0.005736343562602997,0.1,-0.013867910598492017,6200,0.12279818995157257,0.013537578,0.9969957261346281,-1.4706007219851016,0.3046875,81.7,3.9970040184379694,49.18129798759346
48.09288191999999,403,78.17,621,2543616,6296,,,,,,,,,,,,,
47.390934070000014,404,77.13,622,2547712,6306,5e-05,-0.012671890668570995,0.1,-0.016386454435996713,6210,0.11443292659823782,0.01277951,0.9965982448775321,-1.494069030508399,0.3184814453125,,,
,,,,2550000,,5e-05,-0.005513271316885948,0.1,-0.018552335114509332,6220,0.12596316114650108,0.01182943,0.9962947713211179,-1.4861071292310952,0.3173828125,75.7,4.244906656453133,51.010041398776615
47.867541929999994,403,75.33,623,2551808,6317,,,,,,,,,,,,,
46.81499702,403,79.39,624,2555904,6326,5e-05,-0.011614428833127022,0.1,-0.016166489779061523,6230,0.12572662670281715,0.012311539,0.9964516037143767,-1.4744856622070075,0.302880859375,,,
,,,,2560000,,5e-05,0.0002908613532781601,0.1,-0.01469152614736231,6240,0.1352330210094806,0.013317865,0.9953193948604167,-1.5113068521022797,0.3089111328125,73.2,3.7852376293590337,51.392743899349135
46.62212842999998,403,80.4,625,2560000,6337,,,,,,,,,,,,,
48.04187743000001,403,76.71,626,2564096,6347,5e-05,-0.010170947760343552,0.1,-0.014769292723212857,6250,0.12386106429621577,0.011996381,0.9967680773697793,-1.512082811817527,0.32236328125,,,
46.87495039999999,404,76.75,627,2568192,6356,5e-05,-0.0003995969891548157,0.1,-0.015450470511859748,6260,0.16465226623695345,0.01260454,0.9958053026348352,-1.5048406027257442,0.280517578125,,,
,,,,2570000,,5e-05,-0.0036938004195690155,0.1,-0.017846669028222094,6270,0.15253623862517998,0.014978387,0.9945920347236097,-1.4914867322891951,0.3138916015625,77.2,6.336822279520083,49.17114406711019
46.5463733,403,78.15,628,2572288,6367,,,,,,,,,,,,,
47.68816529,403,78.15,629,2576384,6377,5e-05,0.011384230107069016,0.1,-0.017153434734791518,6280,0.11940392472897657,0.014268309,0.996844609733671,-1.5016127657145262,0.333740234375,,,
,,,,2580000,,5e-05,-0.005439063534140587,0.1,-0.01767741348230629,6290,0.10892511842539535,0.012411246,0.9969412027858198,-1.4724147375673056,0.31201171875,79.5,4.919820066992097,46.254392311350955
46.93240484999999,403,78.41,630,2580480,6388,,,,,,,,,,,,,
47.836423239999995,403,77.38,631,2584576,6397,5e-05,1.6275793313980103e-05,0.1,-0.016043065489429863,6300,0.10980053024832159,0.014479624,0.9965865542180836,-1.5049720626324414,0.3099853515625,,,
47.755866669999996,404,77.55,632,2588672,6407,5e-05,-0.001333773136138916,0.1,-0.015342299653275404,6310,0.11433202526532113,0.012287339,0.9971247853245586,-1.4641894783824683,0.302978515625,,,
,,,,2590000,,5e-05,-0.003479328006505966,0.1,-0.016793237945239525,6320,0.1583353222697042,0.011597303,0.9958871235139668,-1.4776365339756012,0.2865966796875,78.3,5.497062964265252,48.17101169346075
47.66215951,403,78.83,633,2592768,6418,,,,,,,,,,,,,
47.795961990000016,403,78.61,634,2596864,6428,5e-05,0.059897709637880325,0.1,-0.013746540117426775,6330,0.12138037206023,0.0140402615,0.9966418566182256,-1.4430364325642586,0.2919677734375,,,
,,,,2600000,,5e-05,-0.00832265242934227,0.1,-0.013786788639845327,6340,0.12816251963959074,0.01133813,0.9967203212436289,-1.4544224385172129,0.2860595703125,75.9,8.091308818612424,48.47731742440941
47.79336265999999,403,77.27,635,2600960,6438,,,,,,,,,,,,,
47.27534473,403,77.63,636,2605056,6448,5e-05,0.011242173612117767,0.1,-0.01814382415468572,6350,0.1289921497926116,0.011486877,0.9964326936751604,-1.4445482239127159,0.2940673828125,,,
48.062937090000005,404,77.98,637,2609152,6458,5e-05,-0.009823411703109741,0.1,-0.016225508882052965,6360,0.13022813725401647,0.012543656,0.9958853903226554,-1.4761520236730576,0.29130859375,,,
,,,,2610000,,5e-05,-0.010616029612720013,0.1,-0.014747946915304056,6370,0.11428253463236615,0.01513656,0.9973776564002037,-1.4647851794958116,0.3146484375,84.8,4.110975365946888,49.710639425349875
48.41369239999999,403,77.67,638,2613248,6469,,,,,,,,,,,,,
48.20809410000001,403,78.73,639,2617344,6478,5e-05,-0.008815169334411621,0.1,-0.013863944522017845,6380,0.12620503816287965,0.012647839,0.9962631487287581,-1.4941235966980457,0.2968994140625,,,
,,,,2620000,,5e-05,-0.005298685282468796,0.1,-0.01585804619535338,6390,0.11767886604066007,0.013201859,0.99697579536587,-1.4912986543029547,0.3197021484375,84.1,4.786820547523113,49.93650506084138
47.79982505,403,79.72,640,2621440,6490,,,,,,,,,,,,,
47.50268459,403,79.21,641,2625536,6499,5e-05,0.008116316050291061,0.1,-0.0133300855923153,6400,0.1652016608568374,0.014374604,0.9953807410784066,-1.4753845646977424,0.307763671875,,,
47.833627429999986,403,77.56,642,2629632,6509,5e-05,-0.008354797959327698,0.1,-0.014732588082551956,6410,0.11532429152284748,0.014281574,0.9968278945889324,-1.474402255937457,0.3112548828125,,,
,,,,2630000,,5e-05,-0.012936520390212536,0.1,-0.014204360100848135,6420,0.10103633620310574,0.015454202,0.9970861002802849,-1.4700683791190385,0.3248291015625,82.9,6.319303547301441,48.43780211235146
47.688601750000004,403,78.9,643,2633728,6520,,,,,,,,,,,,,
47.59662646999999,403,79.37,644,2637824,6530,5e-05,0.02624596655368805,0.1,-0.015497963131929282,6430,0.11174860536120831,0.013587121,0.9965202629100531,-1.4556191593408585,0.2970458984375,,,
,,,,2640000,,5e-05,-0.00788823887705803,0.1,-0.016459292742365506,6440,0.12249802640872076,0.0123662595,0.9966260578949004,-1.472142655402422,0.2938720703125,72.7,2.488021937364762,51.72281926057592
47.895157669999996,403,79.24,645,2641920,6540,,,,,,,,,,,,,
47.64070935000001,403,79.05,646,2646016,6550,5e-05,0.008380929008126259,0.1,-0.014120479696430266,6450,0.1237819267960731,0.012421867,0.9970864672213793,-1.4546516306698323,0.314697265625,,,
,,,,2650000,,5e-05,-0.00035703741014003754,0.1,-0.013193149552535033,6460,0.14376024653320202,0.011371791,0.9958510100841522,-1.4717517096549273,0.293603515625,76.5,6.553207789313634,48.12019667986376
47.3833665,403,79.3,647,2650112,6561,,,,,,,,,,,,,
47.47797934000001,403,78.57,648,2654208,6571,5e-05,-0.01504116877913475,0.1,-0.015049543302302482,6470,0.11611683506052942,0.016579632,0.9962290844414383,-1.4661501940339803,0.324169921875,,,
47.99546574,403,78.61,649,2658304,6581,5e-05,0.003896951675415039,0.1,-0.01645133411511779,6480,0.10365317884716205,0.012592307,0.9970406666398048,-1.4852870009839534,0.31533203125,,,
,,,,2660000,,5e-05,-0.009441167116165161,0.1,-0.017929245402046944,6490,0.09620994717697613,0.014004243,0.9975640689954162,-1.462288635969162,0.315966796875,77.7,3.9157692237365254,51.65780959065029
48.60783278000001,403,78.26,650,2662400,6591,,,,,,,,,,,,,
48.11314132999999,403,78.61,651,2666496,6601,5e-05,0.008009541779756546,0.1,-0.014427937832078897,6500,0.09712004409520887,0.0122914575,0.9972463410813361,-1.500843733549118,0.3182861328125,,,
,,,,2670000,,5e-05,-0.0048432182520627975,0.1,-0.016816683844808722,6510,0.09348627994186245,0.015618941,0.9974587091710418,-1.4840086784213782,0.311083984375,75.2,5.108687147933704,49.014563873349125
47.94057445000001,403,78.89,652,2670592,6612,,,,,,,,,,,,,
47.30162402999999,403,80.08,653,2674688,6622,5e-05,-0.012016086839139462,0.1,-0.01333990501370863,6520,0.11739713118295185,0.013478052,0.99591702548787,-1.4522718802094459,0.2947509765625,,,
47.50668437,403,79.48,654,2678784,6631,5e-05,-0.01078055053949356,0.1,-0.013969271306996234,6530,0.09557026911643333,0.011667976,0.9973121706862003,-1.4603892676532269,0.296044921875,,,
,,,,2680000,,5e-05,0.007198559120297432,0.1,-0.015883912157732993,6540,0.09208778633037581,0.014994029,0.9973023547790945,-1.467198131978512,0.318310546875,79.6,4.82551973911789,48.80163106050032
48.034144139999995,403,77.93,655,2682880,6643,,,,,,,,,,,,,
47.26412484999999,403,78.74,656,2686976,6652,5e-05,-0.015047745779156685,0.1,-0.01609665528376354,6550,0.09858738295151852,0.01319585,0.9970355024561286,-1.4815068893134593,0.307763671875,,,
,,,,2690000,,5e-05,-0.001538904383778572,0.1,-0.01321649686578894,6560,0.16919065882684664,0.0096789785,0.9936198038049042,-1.4489702869206667,0.253955078125,77.3,4.1420901002420365,49.77437528007512
47.1074117,403,79.23,657,2691072,6663,,,,,,,,,,,,,
47.801876379999996,403,78.42,658,2695168,6673,5e-05,-0.0038540028035640717,0.1,-0.015431552656809799,6570,0.10799770125886425,0.0104966145,0.9967116301413625,-1.4543133296072484,0.287158203125,,,
47.88740079000001,403,78.76,659,2699264,6683,5e-05,-0.011542408727109432,0.1,-0.013728022274881369,6580,0.09993618041044101,0.014865794,0.997104138834402,-1.4623994834721088,0.3076416015625,,,
,,,,2700000,,5e-05,-0.00521882064640522,0.1,-0.016643481785285984,6590,0.09779507048078813,0.0135654155,0.9976787592750043,-1.4710415378212929,0.311865234375,79.3,5.937900938190559,50.557724132306404
47.74822929,403,78.66,660,2703360,6694,,,,,,,,,,,,,
47.661492200000005,403,78.05,661,2707456,6703,5e-05,-0.004359813407063484,0.1,-0.015247903648560168,6600,0.09057999673532321,0.012564225,0.9976191425230354,-1.4470202449709177,0.321533203125,,,
,,,,2710000,,5e-05,-0.008747588843107224,0.1,-0.013711117240018212,6610,0.1127311900316272,0.012179608,0.99655372928828,-1.472393723204732,0.28916015625,83.7,3.9731435876675123,48.03590152832635
46.95872826,403,78.45,662,2711552,6714,,,,,,,,,,,,,
46.84669811,403,78.62,663,2715648,6724,5e-05,0.0077435411512851715,0.1,-0.014222626804257742,6620,0.13806825348292479,0.011360587,0.9961890403646976,-1.459461996331811,0.2599853515625,,,
47.88990647000001,403,78.48,664,2719744,6734,5e-05,0.0035517606884241104,0.1,-0.014667256899701896,6630,0.12304071818944066,0.011508226,0.9964413219131529,-1.4573284927755594,0.2724365234375,,,
,,,,2720000,,5e-05,-0.0038855411112308502,0.1,-0.01510527119098697,6640,0.11564213479286992,0.012659529,0.9972523956093937,-1.4308102559298277,0.278662109375,77.8,3.4630230782016778,48.4414629353738
47.96250647,403,78.2,665,2723840,6744,,,,,,,,,,,,,
47.6233761,403,77.02,666,2727936,6754,5e-05,-0.017675332725048065,0.1,-0.016541517380392178,6650,0.10862693242961541,0.011756629,0.9970185090787709,-1.476447081565857,0.3099365234375,,,
,,,,2730000,,5e-05,0.0020202845335006714,0.1,-0.01735438039904693,6660,0.12727243690169415,0.013606563,0.9964093207381666,-1.4504162035882473,0.2913330078125,78.3,4.591743622048528,49.814433858953336
47.33531559,403,77.93,667,2732032,6765,,,,,,,,,,,,,
46.761760169999995,403,80.01,668,2736128,6775,5e-05,0.0017263572663068771,0.1,-0.015062987626879475,6670,0.13282928076805547,0.01367405,0.9956103428266943,-1.4739679962396621,0.3037841796875,,,
,,,,2740000,,5e-05,-0.0012384876608848572,0.1,-0.01657581634353846,6680,0.13722511924570427,0.011111563,0.9956896039657295,-1.4391266714781523,0.2826904296875,75.9,3.9451412951939644,49.13138853368828
48.21847327,403,78.29,669,2740224,6786,,,,,,,,,,,,,
48.425199590000005,403,76.39,670,2744320,6795,5e-05,0.002013411372900009,0.1,-0.016181965883879455,6690,0.1346219810890034,0.012771217,0.9966254807077348,-1.4429876893758773,0.3019287109375,,,
48.36098081,403,77.21,671,2748416,6805,5e-05,0.010326938703656197,0.1,-0.016294383442436812,6700,0.10148508023121394,0.012639383,0.9974370310083032,-1.4306428968906402,0.301220703125,,,
,,,,2750000,,5e-05,-0.007547049783170223,0.1,-0.014202402024966431,6710,0.10996054079732857,0.017779775,0.9972315956838429,-1.4678996834903955,0.3271484375,79.0,5.345790259711225,49.500726402989116
47.78812875,403,79.14,672,2752512,6816,,,,,,,,,,,,,
48.25304322999998,403,78.01,673,2756608,6826,5e-05,-0.008234746754169464,0.1,-0.011655103405064437,6720,0.11956255648983642,0.012112345,0.9961065377574414,-1.4798444960266353,0.310791015625,,,
,,,,2760000,,5e-05,-0.007537182420492172,0.1,-0.013627128960069967,6730,0.12259726549382322,0.014020467,0.9970844590570778,-1.4881501134485007,0.3142333984375,89.5,7.02781100450034,45.57672429441611
47.875492109999996,403,77.87,674,2760704,6837,,,,,,,,,,,,,
47.99264623000001,403,77.28,675,2764800,6847,5e-05,0.0007553920149803162,0.1,-0.013987027430994203,6740,0.1472202658711467,0.012719519,0.9962158459238708,-1.493681276217103,0.2839599609375,,,
48.309097799999996,403,77.54,676,2768896,6856,5e-05,-0.0068259164690971375,0.1,-0.0147023870726116,6750,0.12283929616678506,0.011628366,0.996840356849134,-1.4824631951749325,0.3167724609375,,,
,,,,2770000,,5e-05,0.006523648276925087,0.1,-0.015986126028292347,6760,0.11703973810654134,0.013005195,0.9968408546410501,-1.5082567121833563,0.3288818359375,74.4,3.350111905988536,52.09153838010127
48.04717603,403,78.02,677,2772992,6867,,,,,,,,,,,,,
48.055873180000006,403,77.35,678,2777088,6877,5e-05,-0.005739331245422363,0.1,-0.016781882715440587,6770,0.11654651171993465,0.013429496,0.9968401917722076,-1.4885664138942958,0.320263671875,,,
