time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_fraction,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length,eval/std_reward
135,495,276480,54.07559969999999,37.68,558,0.12861328125,0.8523287326097488,2.0188865441828967,0.017481215,1340,-0.03232849519554293,0.24096302688121796,5e-05,-1.165319138765335,0.2,,,
136,498,278528,53.085428949999994,36.99,558,0.12958984375,0.8857001587748528,1.392783669475466,0.01978885,1350,-0.03357406215654919,0.19308334589004517,5e-05,-1.1544105306267738,0.2,,,
,,280000,,,,0.101220703125,0.8195746093988419,2.403133662045002,0.013791087,1360,-0.03000945053063333,0.40597864985466003,5e-05,-1.15235346108675,0.2,54.6722922910423,39.6,3.148000497444335
137,502,280576,52.76235701,37.35,558,,,,,,,,,,,,,
138,505,282624,53.81793662999999,37.86,559,0.117919921875,0.8362189531326294,2.08893993422389,0.017536862,1370,-0.03360370705486275,0.6190066933631897,5e-05,-1.1370608393102883,0.2,,,
139,508,284672,53.01292489999999,37.56,559,0.136962890625,0.8571949303150177,1.850527585670352,0.01880453,1380,-0.0353589704616752,0.3163311183452606,5e-05,-1.148248702660203,0.2,,,
140,512,286720,53.28543997,38.25,559,0.11904296875,0.812651738524437,2.374777318350971,0.015410751,1390,-0.033294094345183115,0.5579782724380493,5e-05,-1.1272356897592544,0.2,,,
141,515,288768,54.31526642,38.07,560,0.133349609375,0.8525802493095398,1.9110858811065554,0.01875449,1400,-0.032618934239144436,0.5046539902687073,5e-05,-1.0986388500779867,0.2,,,
,,290000,,,,0.12451171875,0.8574856519699097,1.8382414809428156,0.020212851,1410,-0.03335707488440676,0.2131994366645813,5e-05,-1.1109619645401836,0.2,53.92815170940171,36.6,4.457516353916307
142,519,290816,54.443959889999995,37.74,560,,,,,,,,,,,,,
143,522,292864,54.023503770000005,38.13,560,0.130712890625,0.8782132267951965,1.5168308220803737,0.018782329,1420,-0.034614447568310426,0.28014814853668213,5e-05,-1.091734174452722,0.2,,,
144,525,294912,53.176481790000004,37.95,560,0.121533203125,0.8635838776826859,1.9346380507573486,0.017698485,1430,-0.03597784438461531,0.6896229386329651,5e-05,-1.1064520858228206,0.2,,,
145,529,296960,53.260452099999995,37.44,561,0.147802734375,0.8242557048797607,1.9198054966516793,0.020639481,1440,-0.035538851775345395,0.44442301988601685,5e-05,-1.0973534628748893,0.2,,,
146,532,299008,54.172652799999994,38.19,561,0.130029296875,0.8525344729423523,1.7655734428204597,0.019038744,1450,-0.03342876658862224,0.2199649065732956,5e-05,-1.0775000544264912,0.2,,,
,,300000,,,,0.15126953125,0.890061616897583,1.1870135137811304,0.020941906,1460,-0.03653927206323715,0.09958429634571075,5e-05,-1.0933281246572732,0.2,54.914609002109,41.1,2.9765630936728242
147,536,301056,54.03125993,38.19,561,,,,,,,,,,,,,
148,539,303104,53.438485379999996,37.77,561,0.112158203125,0.8433811366558075,2.022259744256735,0.019263303,1470,-0.029260845741373488,0.4368075132369995,5e-05,-1.0690302580595017,0.2,,,
149,542,305152,53.08708257999998,37.59,562,0.115673828125,0.8333361595869064,2.588909277506173,0.018882485,1480,-0.029534660897479626,0.5415877103805542,5e-05,-1.049486530944705,0.2,,,
150,546,307200,53.30968428000001,38.37,562,0.10703125,0.811042070388794,3.0599524160847067,0.015373001,1490,-0.02842691548576113,0.2503317892551422,5e-05,-1.0791783444583416,0.2,,,
151,549,309248,52.50013891999999,38.73,562,0.145166015625,0.8669461011886597,1.7015772541984915,0.01999097,1500,-0.03620198950811755,0.23662889003753662,5e-05,-1.0813045501708984,0.2,,,
,,310000,,,,0.135986328125,0.7835912704467773,2.7756981141865253,0.021128993,1510,-0.03484356541739544,0.5602855682373047,5e-05,-1.0916790444403888,0.2,54.697520014707514,39.9,2.8928914460657738
152,553,311296,52.83420806,38.34,561,,,,,,,,,,,,,
153,557,313344,54.009011449999996,37.41,561,0.1291015625,0.8531236946582794,1.945762651786208,0.02127734,1520,-0.03497119279927574,0.38332411646842957,5e-05,-1.0239398546516896,0.2,,,
154,561,315392,53.90552144999999,37.35,562,0.12275390625,0.8287898302078247,2.4414020091295243,0.01713812,1530,-0.032372825630591254,0.5499508380889893,5e-05,-1.028760233335197,0.2,,,
155,564,317440,53.99644465,37.29,561,0.140771484375,0.8566834926605225,1.861017432808876,0.02228506,1540,-0.035262700646126174,0.38546207547187805,5e-05,-1.0199139941483737,0.2,,,
156,568,319488,53.829578950000005,37.41,561,0.12314453125,0.8201514184474945,2.1015903765335677,0.018419608,1550,-0.03291399608424399,0.37786346673965454,5e-05,-1.0126087833195925,0.2,,,
,,320000,,,,0.14541015625,0.8619276732206345,1.4923977863043547,0.02376128,1560,-0.03458876063959906,0.1597544550895691,5e-05,-1.0337521959096194,0.2,57.545346320346326,35.1,3.080777091816056
157,572,321536,54.18982656,37.5,561,,,,,,,,,,,,,
158,576,323584,54.29452552,37.89,561,0.146240234375,0.8604465872049332,1.7263600491918623,0.0206693,1570,-0.035601314828090834,0.3155149817466736,5e-05,-1.002145278453827,0.2,,,
159,580,325632,53.988503380000004,37.98,561,0.141259765625,0.8213278651237488,2.1423071790486574,0.023025902,1580,-0.03495173730188981,0.5039973258972168,5e-05,-1.0861750347539783,0.2,,,
160,583,327680,54.43536019000002,37.98,561,0.1556640625,0.8673496544361115,1.6464421887882055,0.021615678,1590,-0.03631472136767115,0.510860025882721,5e-05,-1.0529147919267416,0.2,,,
161,587,329728,54.01164688000001,38.28,561,0.16904296875,0.9059081077575684,1.0383743233513087,0.026211753,1600,-0.03833969038678333,0.11769819259643555,5e-05,-1.0439543457701803,0.2,,,
,,330000,,,,0.154345703125,0.8733745962381363,1.4310292365960777,0.021160705,1610,-0.03374485529202502,0.21783338487148285,5e-05,-1.010784151032567,0.2,57.215992340992344,39.3,2.60104264517484
162,591,331776,53.98739251,37.65,560,,,,,,,,,,,,,
163,595,333824,54.211088530000005,37.71,560,0.15419921875,0.8734099119901657,1.5063681385479868,0.020953368,1620,-0.0360337646008702,0.30645012855529785,5e-05,-1.0435737451538443,0.2,,,
164,599,335872,53.66189319,37.5,560,0.135888671875,0.8644979298114777,1.4754143223166465,0.02076657,1630,-0.034858533000806345,0.17624682188034058,5e-05,-1.0461692571640016,0.2,,,
165,603,337920,52.28767262,37.47,560,0.124853515625,0.8455217927694321,2.1988907384686174,0.020498123,1640,-0.03194524866266875,0.24649380147457123,5e-05,-1.0431726874783636,0.2,,,
166,606,339968,52.30326395,37.8,560,0.112255859375,0.7236807942390442,3.6573217757046224,0.016312197,1650,-0.03508391238865442,0.5289602875709534,5e-05,-1.0598929757252336,0.2,,,
,,340000,,,,0.1205078125,0.8428758829832077,2.311293213069439,0.017246194,1660,-0.029727141914190725,0.38653796911239624,5e-05,-1.0294882357120514,0.2,56.780146416083916,38.1,2.967336317194869
167,611,342016,53.46483086999999,38.49,559,,,,,,,,,,,,,
168,615,344064,52.891824910000004,39.06,559,0.13828125,0.8520741313695908,1.9357032320462166,0.020479102,1670,-0.032811698172008616,0.3905319273471832,5e-05,-1.0304549161344767,0.2,,,
169,618,346112,53.57711469000001,39.24,559,0.125927734375,0.782129779458046,3.0311766125261785,0.01987962,1680,-0.02782550062111113,0.4233222007751465,5e-05,-1.0022262467071414,0.2,,,
170,622,348160,55.03702654000001,39.0,559,0.15888671875,0.8970132693648338,1.4064327789470554,0.029567568,1690,-0.03446832171466667,0.1940648853778839,5e-05,-1.017653631232679,0.2,,,
,,350000,,,,0.149609375,0.8887356221675873,1.36573731219396,0.022532012,1700,-0.03363970297650667,0.23500657081604004,5e-05,-0.9825280521064996,0.2,56.232996170496165,38.4,2.285074313839434
171,626,350208,54.077826269999996,38.31,558,,,,,,,,,,,,,
172,630,352256,53.60923459999999,38.73,558,0.130859375,0.8057989329099655,2.359365730732679,0.017222645,1710,-0.03128549297107384,0.5273714661598206,5e-05,-1.003469536267221,0.2,,,
173,634,354304,54.980283879999995,37.41,558,0.143212890625,0.8266333639621735,2.18794064540416,0.019088978,1720,-0.034329586412059146,0.4209119379520416,5e-05,-0.9903839111328125,0.2,,,
174,637,356352,55.21227938999999,37.11,558,0.17861328125,0.8813328519463539,1.4891627539880574,0.026510399,1730,-0.03829119007859845,0.3806009292602539,5e-05,-0.9624770419672132,0.2,,,
175,641,358400,54.73006016,38.07,558,0.14560546875,0.860507920384407,1.5989673943258822,0.029282235,1740,-0.0339854806807125,0.389532208442688,5e-05,-0.9761104486882687,0.2,,,
,,360000,,,,0.160400390625,0.8685427159070969,1.2957510134205221,0.026424197,1750,-0.03540248546632938,0.1474473476409912,5e-05,-0.9985620621591806,0.2,54.85856018981018,39.0,3.862014900187579
176,645,360448,54.614572150000015,38.46,558,,,,,,,,,,,,,
177,649,362496,54.89405768,37.89,558,0.132568359375,0.869526669383049,1.868762969598174,0.020218797,1760,-0.03495657542371191,0.37739402055740356,5e-05,-1.0006113197654485,0.2,,,
178,653,364544,54.37676066,37.74,558,0.1533203125,0.8984120041131973,1.2134382284246386,0.021499183,1770,-0.03899799474893371,0.16788944602012634,5e-05,-1.0027304792776703,0.2,,,
179,656,366592,54.440785670000004,37.77,558,0.14013671875,0.8592791855335236,1.8423320845700801,0.01982519,1780,-0.03453767465689452,0.2984602153301239,5e-05,-0.9926484731957317,0.2,,,
180,660,368640,54.844409,37.98,558,0.1541015625,0.8933847397565842,1.4692502948455513,0.024761483,1790,-0.037634235630685,0.3343251943588257,5e-05,-0.998574448004365,0.2,,,
,,370000,,,,0.16123046875,0.8992702066898346,1.2042473913170397,0.027707823,1800,-0.03739879641216248,0.18005506694316864,5e-05,-1.0020128721371293,0.2,54.03026140526141,34.5,5.1942298991127425
181,664,370688,54.58128491,38.46,557,,,,,,,,,,,,,
182,668,372736,54.137493019999994,37.32,557,0.155859375,0.8672672659158707,1.3960739172063767,0.026043747,1810,-0.0355632698876434,0.15232770144939423,5e-05,-0.9843342367559671,0.2,,,
183,671,374784,54.32876522999999,35.91,557,0.1345703125,0.8733419924974442,1.822825283650309,0.01964321,1820,-0.035044834365544376,0.4483101963996887,5e-05,-0.9546601651236415,0.2,,,
184,675,376832,54.88420462,37.02,557,0.1525390625,0.8793017715215683,1.4613336264155805,0.02667183,1830,-0.035759866278385746,0.1933256834745407,5e-05,-0.9642789244651795,0.2,,,
185,679,378880,55.15815395,37.17,557,0.1791015625,0.8926168978214264,1.3492718665860592,0.023647794,1840,-0.03618724419939099,0.1894652545452118,5e-05,-0.9840018032118678,0.2,,,
,,380000,,,,0.1732421875,0.9030336886644363,1.2073558491654695,0.024719555,1850,-0.038202625460689886,0.23091629147529602,5e-05,-0.9594769589602947,0.2,55.97947000915751,41.1,3.1335613221919374
186,683,380928,53.97001445000001,38.1,557,,,,,,,,,,,,,
187,687,382976,53.407877380000016,38.22,557,0.150244140625,0.8180971741676331,2.16023429017514,0.025719795,1860,-0.03666439089429332,0.4944377541542053,5e-05,-1.0053350316360592,0.2,,,
188,690,385024,54.3124211,38.58,557,0.1466796875,0.8600324988365173,1.906889421492815,0.023086227,1870,-0.03462417271512095,0.7894044518470764,5e-05,-0.9830924592912197,0.2,,,
189,694,387072,55.236985780000005,39.21,557,0.1646484375,0.8890811502933502,1.474267999548465,0.024466362,1880,-0.03993027594988234,0.2452610284090042,5e-05,-0.9870285060256719,0.2,,,
190,698,389120,55.478953479999994,38.76,557,0.1875,0.9123809039592743,1.0418937314301728,0.029725917,1890,-0.04233064855798148,0.14478644728660583,5e-05,-0.9806721491739154,0.2,,,
,,390000,,,,0.195166015625,0.9102696031332016,1.0195086371153592,0.030431215,1900,-0.04406407598289661,0.1617162972688675,5e-05,-0.962611030228436,0.2,54.43297241973712,42.3,5.198303949488295
191,702,391168,55.674411819999996,38.28,556,,,,,,,,,,,,,
192,706,393216,55.42415512,37.38,556,0.179443359375,0.9141566753387451,1.0008048069663347,0.025576249,1910,-0.03595618621038739,0.13368730247020721,5e-05,-0.9344953121617436,0.2,,,
193,710,395264,53.93916949,38.01,556,0.148876953125,0.869858905673027,1.3755089482292533,0.026100766,1920,-0.03316450065758545,0.24489252269268036,5e-05,-0.9376913081854582,0.2,,,
194,713,397312,55.08493240000001,38.52,556,0.15009765625,0.8126827776432037,2.4777149295434358,0.02000037,1930,-0.03310364829667378,0.49579790234565735,5e-05,-0.975457058288157,0.2,,,
195,717,399360,56.07141241,38.28,556,0.177490234375,0.9100772887468338,1.1155878412071616,0.028601004,1940,-0.03940980704210233,0.18355213105678558,5e-05,-0.9444402512162924,0.2,,,
,,400000,,,,0.1634765625,0.9073674455285072,1.1731249942444264,0.025374405,1950,-0.03582288398465607,0.4327182173728943,5e-05,-0.9211762201040983,0.2,56.57511646849882,38.4,3.693534403733725
196,721,401408,55.65881763,37.95,556,,,,,,,,,,,,,
197,725,403456,55.79666846,37.68,556,0.156005859375,0.8960080519318581,1.1055368701927364,0.02564475,1960,-0.036093653686111796,0.14971017837524414,5e-05,-0.9160949135199189,0.2,,,
198,729,405504,55.49630051000001,36.84,556,0.1798828125,0.9152270331978798,1.0248844265006483,0.03219138,1970,-0.03679890601488296,0.2117176353931427,5e-05,-0.9121168838813901,0.2,,,
199,732,407552,54.89790778,37.44,556,0.138818359375,0.8653402179479599,1.6549790732562542,0.022283662,1980,-0.03144992087763967,0.22589600086212158,5e-05,-0.914196552708745,0.2,,,
200,736,409600,54.82615775,38.01,556,0.1310546875,0.8692597150802612,1.6155066357925534,0.02052618,1990,-0.0333162975803134,0.23177552223205566,5e-05,-0.9355002989992499,0.2,,,
,,410000,,,,0.1736328125,0.8796166926622391,1.5374510986730456,0.02730029,2000,-0.03767519859247841,0.09668318927288055,5e-05,-0.9608429139479995,0.2,57.16564217032967,36.0,1.9872017713021601
201,740,411648,55.313867929999994,37.86,555,,,,,,,,,,,,,
202,744,413696,55.32749228000001,37.86,555,0.13564453125,0.8350001573562622,2.0507166954688727,0.022568058,2010,-0.035192419526720184,0.2614818513393402,5e-05,-0.9586414752528072,0.2,,,
203,748,415744,55.53030229,38.31,555,0.134423828125,0.8351543545722961,2.5799463108181953,0.01972849,2020,-0.03286245374183636,0.39444103837013245,5e-05,-0.9090573098510504,0.2,,,
204,751,417792,55.43163277000001,37.29,556,0.196044921875,0.8995691239833832,1.2780067631043495,0.029983975,2030,-0.04014779635181185,0.17605170607566833,5e-05,-0.9298469880595803,0.2,,,
205,754,419840,55.36868391999999,37.53,556,0.157080078125,0.8628085106611252,1.94790508877486,0.022691187,2040,-0.033886988207814286,0.579195499420166,5e-05,-0.9125527746975421,0.2,,,
,,420000,,,,0.176318359375,0.9006128087639809,1.2660548193380237,0.03171389,2050,-0.04182003602327313,0.16180872917175293,5e-05,-0.9288012675940991,0.2,57.24647817460317,36.6,5.430309384707363
206,758,421888,55.6885297,37.89,556,,,,,,,,,,,,,
207,762,423936,55.56764541,37.8,555,0.19619140625,0.9022097587585449,1.0107696841936558,0.036191873,2060,-0.04190313574799802,0.0928855836391449,5e-05,-0.9234826356172562,0.2,,,
208,766,425984,55.568902470000005,35.82,556,0.17041015625,0.8706788867712021,1.5410956038162111,0.026798956,2070,-0.03684331893455237,0.250592440366745,5e-05,-0.9315163493156433,0.2,,,
209,769,428032,55.5991999,36.54,556,0.1876953125,0.8763262182474136,1.2666708731092513,0.026265481,2080,-0.03651977727131452,0.19266073405742645,5e-05,-0.9238856010138988,0.2,,,
,,430000,,,,0.201611328125,0.9049820080399513,1.0240105018950998,0.032729335,2090,-0.04130507972295163,0.09587644785642624,5e-05,-0.9356450285762549,0.2,57.58834863053613,36.6,4.086358505093755
210,773,430080,56.17012472,37.98,555,,,,,,,,,,,,,
211,777,432128,56.037324930000004,37.8,555,0.155126953125,0.9092896357178688,1.1517050090245902,0.024339631,2100,-0.03552816434530541,0.17679107189178467,5e-05,-0.9145327478647232,0.2,,,
212,781,434176,55.75004659000001,38.73,555,0.16044921875,0.8758734837174416,1.5392676861956716,0.023918657,2110,-0.034880200491170396,0.1538989245891571,5e-05,-0.9292833415791393,0.2,,,
213,785,436224,55.62962785999999,39.27,555,0.166552734375,0.891859658062458,1.1351406902540475,0.033508807,2120,-0.03532903233426623,0.08805429935455322,5e-05,-0.8969787575304509,0.2,,,
214,788,438272,56.09634362,38.76,555,0.1875,0.9252099245786667,0.9977672179695218,0.037844583,2130,-0.03974716346419882,0.09967030584812164,5e-05,-0.9257594957947731,0.2,,,
,,440000,,,,0.222119140625,0.9375476129353046,0.7701385049149394,0.038202766,2140,-0.040546553890453654,0.12924724817276,5e-05,-0.9309986935928464,0.2,58.461314726939726,39.6,3.720518899691564
215,792,440320,56.01473647999999,38.28,555,,,,,,,,,,,,,
216,796,442368,55.194945860000004,38.61,555,0.160546875,0.8650519847869873,1.6384586102329195,0.025998652,2150,-0.03705281142902095,0.27250510454177856,5e-05,-0.937164475955069,0.2,,,
217,800,444416,55.50373887000001,37.86,555,0.156689453125,0.8622803092002869,1.4303853309713304,0.02627852,2160,-0.039557509204314556,0.12035778164863586,5e-05,-0.919427358545363,0.2,,,
218,803,446464,55.97197936999999,37.32,555,0.1908203125,0.8994806632399559,1.2275164445862174,0.03573353,2170,-0.03731256200117059,0.1700316071510315,5e-05,-0.9026510735973716,0.2,,,
219,807,448512,55.86310642999999,37.56,555,0.178076171875,0.910178504884243,0.9994984528981149,0.032172706,2180,-0.04068263136723545,0.1645505428314209,5e-05,-0.8915502803400159,0.2,,,
,,450000,,,,0.182666015625,0.9099574089050293,1.176870818156749,0.034474626,2190,-0.041616878185595854,0.14578089118003845,5e-05,-0.9047737594693899,0.2,58.13991783339209,40.2,3.1057069942220887
220,811,450560,56.094003560000004,38.37,555,,,,,,,,,,,,,
221,815,452608,56.32295570000001,39.96,555,0.21572265625,0.9196180030703545,0.9304733357392252,0.04021095,2200,-0.04216216150234686,0.14824464917182922,5e-05,-0.9256622372195125,0.2,,,
222,819,454656,56.78223898,38.79,555,0.180517578125,0.9110327810049057,0.974556530918926,0.027713403,2210,-0.03591184523538686,0.08376320451498032,5e-05,-0.9168918067589402,0.2,,,
223,822,456704,56.494901920000004,37.62,554,0.188525390625,0.9076440557837486,1.0886245634406806,0.037540317,2220,-0.038459113938733934,0.09918630868196487,5e-05,-0.8806815277785063,0.2,,,
224,826,458752,56.11081402999999,39.0,555,0.1759765625,0.9064064919948578,0.9761464085895568,0.03962272,2230,-0.03755364749813452,0.06560097634792328,5e-05,-0.9182029522955417,0.2,,,
,,460000,,,,0.177734375,0.9053920358419418,1.005235623801127,0.03557037,2240,-0.03625421176257078,0.2011227160692215,5e-05,-0.8954444138333202,0.2,58.09398136585636,35.7,4.456075788386939
225,830,460800,56.85248166,37.92,554,,,,,,,,,,,,,
226,834,462848,56.64718464000001,37.89,554,0.19423828125,0.9316409528255463,0.9645699576940387,0.035570376,2250,-0.041314154857536776,0.18224656581878662,5e-05,-0.9098734349012375,0.2,,,
227,837,464896,56.48843581000001,37.68,554,0.16943359375,0.874472513794899,1.1771125011146069,0.026816135,2260,-0.031677285055047834,0.08044929802417755,5e-05,-0.8871390599757433,0.2,,,
228,841,466944,55.70056336,37.89,554,0.189013671875,0.9021466374397278,1.2109882668592036,0.033131473,2270,-0.04076389609836042,0.27568721771240234,5e-05,-0.8826869938522577,0.2,,,
229,845,468992,55.70200353,37.05,554,0.14306640625,0.8414482921361923,1.8995650141499936,0.026378449,2280,-0.03582114704768173,0.2551012635231018,5e-05,-0.9022604404017329,0.2,,,
,,470000,,,,0.155908203125,0.887789823114872,1.6466305383481086,0.025000077,2290,-0.03785008244230994,0.15946157276630402,5e-05,-0.8891444033011794,0.2,56.51301088617265,39.0,3.494851476649425
230,849,471040,55.905710149999976,37.35,554,,,,,,,,,,,,,
231,853,473088,55.609341920000006,37.77,554,0.176611328125,0.8692096173763275,1.6986491767689587,0.037619792,2300,-0.03800295895925956,0.47943922877311707,5e-05,-0.9201542232185602,0.2,,,
232,857,475136,55.31391683999999,37.65,554,0.173974609375,0.8600791096687317,1.6276143865659833,0.029312324,2310,-0.035930377917247826,0.16785329580307007,5e-05,-0.8994686169549823,0.2,,,
233,860,477184,56.01031554,37.65,554,0.172509765625,0.8574560880661011,2.0620920207351445,0.024118323,2320,-0.038872768188593906,0.3419269621372223,5e-05,-0.9017193924635649,0.2,,,
234,864,479232,56.813337700000005,37.56,554,0.166650390625,0.8712872713804245,1.8053980397060514,0.029913254,2330,-0.0382390379680146,0.26703569293022156,5e-05,-0.8847991481423378,0.2,,,
,,480000,,,,0.198876953125,0.9172750413417816,1.1813662992790341,0.032831967,2340,-0.03686793116212357,0.2722003757953644,5e-05,-0.8815468562766909,0.2,58.46348096348096,35.4,3.0920056411358576
235,868,481280,56.816406470000004,38.22,554,,,,,,,,,,,,,
236,872,483328,56.7941712,38.82,554,0.2025390625,0.8932374492287636,1.2651547281071545,0.04085145,2350,-0.03379945868364302,0.16040071845054626,5e-05,-0.8689554864540696,0.2,,,
237,875,485376,56.51234016,37.41,554,0.188330078125,0.9047769829630852,1.149725263658911,0.033785447,2360,-0.036525008094031364,0.1336994469165802,5e-05,-0.8844788946211338,0.2,,,
238,879,487424,56.01974365,37.56,554,0.19423828125,0.8715652972459793,1.349740985967219,0.03308446,2370,-0.04307749723520828,0.24796485900878906,5e-05,-0.8836583670228719,0.2,,,
239,883,489472,56.64739117,37.35,554,0.20244140625,0.89227294921875,1.2147546088322998,0.043008927,2380,-0.04433205125387758,0.1639460325241089,5e-05,-0.8790522823110223,0.2,,,
,,490000,,,,0.190625,0.9221326038241386,0.9600393907632678,0.028309984,2390,-0.0389606353113777,0.1131984144449234,5e-05,-0.8789683531969785,0.2,57.48447871572871,35.4,2.4179139443218585
240,887,491520,56.674044069999994,37.14,554,,,,,,,,,,,,,
241,890,493568,56.738794510000005,36.9,554,0.19189453125,0.8961720392107964,1.0842625217046589,0.03266803,2400,-0.04148547387449071,0.1375722587108612,5e-05,-0.8762251382693649,0.2,,,
242,894,495616,57.12058359999999,36.72,554,0.19755859375,0.9085324183106422,1.14938603118062,0.034033883,2410,-0.03977319170589908,0.16852715611457825,5e-05,-0.8955208839848637,0.2,,,
243,898,497664,56.87231508,37.08,554,0.18134765625,0.9088178724050522,1.1271711961366235,0.031232335,2420,-0.040270741051062944,0.04078824073076248,5e-05,-0.8994931330904364,0.2,,,
244,901,499712,56.35028764,36.84,554,0.17939453125,0.9067246541380882,1.0116354109719397,0.035695143,2430,-0.03876393026148435,0.17263001203536987,5e-05,-0.8739256147295237,0.2,,,
,,500000,,,,0.165771484375,0.8578606843948364,1.6695984057150781,0.031863485,2440,-0.03808186153328279,0.2654340863227844,5e-05,-0.8643779860809445,0.2,57.701848151848154,39.3,1.4406254642910366
245,906,501760,56.27739602000001,36.42,553,,,,,,,,,,,,,
246,909,503808,56.858409579999986,36.42,553,0.190087890625,0.8857694864273071,1.1496115441434085,0.032255262,2450,-0.0402801567404822,0.13886484503746033,5e-05,-0.8525924067944288,0.2,,,
247,913,505856,56.79640108,36.57,553,0.181005859375,0.8678669929504395,1.6230490667745472,0.03311138,2460,-0.03656536234047962,0.32365259528160095,5e-05,-0.8361619368195534,0.2,,,
248,916,507904,56.4810862,37.47,553,0.172216796875,0.9047680720686913,1.2116113292984665,0.03338594,2470,-0.037811207040795124,0.22164346277713776,5e-05,-0.8420864004641772,0.2,,,
249,920,509952,56.612441610000005,37.17,553,0.1759765625,0.8676656633615494,1.3936659210827202,0.030931093,2480,-0.03576978944329312,0.20161014795303345,5e-05,-0.8662621300667525,0.2,,,
,,510000,,,,0.17099609375,0.8860161826014519,1.4202562655322253,0.027335787,2490,-0.03872585752251325,0.27605870366096497,5e-05,-0.8502111474052072,0.2,57.743727106227105,38.7,2.6665891321454
250,924,512000,56.574380119999994,37.59,553,,,,,,,,,,,,,
251,928,514048,56.15229508,37.23,553,0.196142578125,0.9101859405636787,1.2808083248324693,0.03420877,2500,-0.04135173195973039,0.23586514592170715,5e-05,-0.8587104950100184,0.2,,,
252,932,516096,56.234320659999995,37.32,553,0.176318359375,0.8698685467243195,1.749477814603597,0.032796457,2510,-0.03818050890113227,0.23296178877353668,5e-05,-0.8531767113134265,0.2,,,
253,936,518144,56.78760988000001,37.05,553,0.17353515625,0.9090861231088638,1.1673150326125323,0.034829624,2520,-0.03608574675454292,0.09930044412612915,5e-05,-0.8463711699470877,0.2,,,
,,520000,,,,0.20166015625,0.9153679609298706,1.1196466421242803,0.036519535,2530,-0.03620986484165769,0.1950969696044922,5e-05,-0.8438376540318131,0.2,57.48013999889,36.6,2.9381066675065397
254,941,520192,56.68553493,37.29,552,,,,,,,,,,,,,
255,944,522240,56.59968334,37.68,552,0.209130859375,0.9081266298890114,1.1866091449745,0.039569765,2540,-0.03908599417773075,0.18584267795085907,5e-05,-0.853652312234044,0.2,,,
256,948,524288,56.610975429999996,36.93,552,0.19716796875,0.894605778157711,1.4072186979465187,0.03862925,2550,-0.03908839431242086,0.16214174032211304,5e-05,-0.8352731110528111,0.2,,,
257,952,526336,57.083818090000015,37.02,552,0.206640625,0.9044672846794128,0.9658251630607992,0.033253204,2560,-0.037238320661708714,0.14989140629768372,5e-05,-0.8454790512099862,0.2,,,
258,956,528384,57.16175047000001,37.38,552,0.201171875,0.9314876273274422,0.8155589191708714,0.036126234,2570,-0.04009432716411539,0.07152616232633591,5e-05,-0.8340006833896041,0.2,,,
,,530000,,,,0.2048828125,0.9106642752885818,0.9839172200299799,0.035715185,2580,-0.043393637835106344,0.10836613178253174,5e-05,-0.8338864536955952,0.2,57.16259332987274,37.8,4.0279265848969095
259,960,530432,56.40909694999999,38.16,552,,,,,,,,,,,,,
260,963,532480,56.12451687,38.1,552,0.1955078125,0.9142755046486855,0.9817776386626065,0.035641894,2590,-0.041650937689701094,0.12860214710235596,5e-05,-0.8347858162596822,0.2,,,
261,967,534528,56.109449219999995,37.41,552,0.209033203125,0.8857747986912727,1.1895737012848258,0.03381356,2600,-0.04157944503822364,0.17057031393051147,5e-05,-0.8443973066285253,0.2,,,
262,970,536576,56.509790460000005,37.02,552,0.159716796875,0.910780057311058,1.1509457992389798,0.024832547,2610,-0.03799518988525961,0.14538469910621643,5e-05,-0.8340897776186467,0.2,,,
263,974,538624,56.79982033,38.46,552,0.170947265625,0.8860829100012779,1.3730556044727564,0.030531786,2620,-0.035185412292776164,0.20990876853466034,5e-05,-0.8127600647509098,0.2,,,
,,540000,,,,0.186767578125,0.926836870610714,0.893496566079557,0.03986505,2630,-0.038549124442215546,0.11975359916687012,5e-05,-0.8209836026653647,0.2,59.25043185980686,37.2,3.452183889521382
264,978,540672,57.027037220000004,39.81,552,,,,,,,,,,,,,
265,982,542720,56.87026021999999,37.89,552,0.19326171875,0.9110492616891861,1.0907807755284011,0.031917907,2640,-0.04068412250489928,0.07494975626468658,5e-05,-0.8127884801477194,0.2,,,
266,985,544768,56.865361439999994,36.81,552,0.1896484375,0.9103180095553398,1.0570738344918937,0.033161506,2650,-0.0369344911101507,0.11863509565591812,5e-05,-0.7868035798892379,0.2,,,
267,989,546816,56.94290403,38.49,552,0.19287109375,0.898065984249115,1.1127560336142779,0.038953125,2660,-0.0387250209969352,0.12724097073078156,5e-05,-0.7816174291074276,0.2,,,
268,992,548864,57.40614558,38.07,552,0.22001953125,0.9380834214389324,0.823083262797445,0.038651012,2670,-0.041685346855956595,0.08704575896263123,5e-05,-0.8071826789528131,0.2,,,
,,550000,,,,0.192919921875,0.9285230338573456,0.71951899593696,0.041387666,2680,-0.03859130172204459,0.09698747843503952,5e-05,-0.7803678084164858,0.2,58.66393883893884,35.4,2.6422415238426766
