time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range,eval/mean_reward,eval/std_reward,eval/mean_ep_length
133,37.53,2038,24.604490900000002,133,272384,-0.010357602889416739,0.9629475809633732,0.9096319903619587,1320,0.38848942518234253,5e-05,-1.0281410735100507,0.0028496464,0.115283203125,0.1,,,
134,38.43,2042,24.24629042,134,274432,-0.012052633393614088,0.9662246778607368,0.8940209137275815,1330,0.19954465329647064,5e-05,-0.9982703728601336,0.0029913243,0.127685546875,0.1,,,
135,38.91,2045,24.117712219999994,135,276480,-0.011332279357156949,0.961371511220932,0.8290584250353277,1340,0.21706391870975494,5e-05,-1.0309940896928311,0.0042916536,0.13076171875,0.1,,,
136,37.41,2048,26.179881250000005,135,278528,-0.010328824995667674,0.9570819512009621,0.8906094971112907,1350,0.21249628067016602,5e-05,-1.0025582034140825,0.003321335,0.12353515625,0.1,,,
,,,,,280000,-0.011595033375488128,0.9732778277248144,0.7818307058885694,1360,0.2274630218744278,5e-05,-0.9946394750848413,0.0034342825,0.133251953125,0.1,22.829024460595413,6.142678391100301,40.2
137,37.86,2052,24.577509670000005,136,280576,,,,,,,,,,,,,
138,38.61,2055,23.22671021,137,282624,-0.011655394989065825,0.9546277783811092,1.116755002271384,1370,0.29646140336990356,5e-05,-1.0244537232443691,0.0034820982,0.119970703125,0.1,,,
139,38.94,2059,24.62543171,138,284672,-0.014035858685383573,0.9621465317904949,0.8123981294222176,1380,0.21270614862442017,5e-05,-1.059536205790937,0.0036802613,0.1701171875,0.1,,,
140,38.67,2062,25.18587147,139,286720,-0.013997087720781565,0.9634879268705845,0.7412410444580019,1390,0.1023658812046051,5e-05,-1.0045502988621593,0.0034622734,0.149853515625,0.1,,,
141,38.55,2066,24.232608019999997,139,288768,-0.010858516883308767,0.9685191251337528,0.7536833254620433,1400,0.13033370673656464,5e-05,-1.0171642508357763,0.0031497236,0.122314453125,0.1,,,
,,,,,290000,-0.0126209898488014,0.9661854431033134,0.6666280269157141,1410,0.17168253660202026,5e-05,-0.994828013703227,0.00414772,0.13837890625,0.1,22.225851379759284,7.5550254304201125,39.3
142,38.04,2069,23.974653609999997,140,290816,,,,,,,,,,,,,
143,38.34,2073,25.386482989999994,141,292864,-0.011493856196466368,0.960453487932682,0.9243078529834747,1420,0.22346076369285583,5e-05,-0.9813397714868188,0.0033461351,0.137109375,0.1,,,
144,38.25,2076,26.24134712,142,294912,-0.011768813875096384,0.9611344337463379,0.9082576794549823,1430,0.16724169254302979,5e-05,-0.9976903162896633,0.0035354493,0.141162109375,0.1,,,
145,38.1,2079,26.5815557,142,296960,-0.01111582626326708,0.9678543321788311,0.7547710088547319,1440,0.10494096577167511,5e-05,-0.9718103235587477,0.0042278627,0.1384765625,0.1,,,
146,38.61,2083,25.68045674,143,299008,-0.014212324293839628,0.965440183877945,0.6993326498195529,1450,0.2622661590576172,5e-05,-0.9853435376659035,0.0036376172,0.1525390625,0.1,,,
,,,,,300000,-0.012745683247339911,0.9727242756634951,0.5578738774638623,1460,0.14300307631492615,5e-05,-1.0107149140909315,0.004463388,0.1712890625,0.1,27.958538525883558,7.433897430734581,39.9
147,39.09,2087,25.635637940000002,144,301056,,,,,,,,,,,,,
148,37.44,2090,25.76865795,144,303104,-0.01194399522501044,0.9674793630838394,0.7253076870460063,1470,0.14061535894870758,5e-05,-0.9999365413561463,0.0046609202,0.1568359375,0.1,,,
149,37.44,2093,25.253925810000002,145,305152,-0.012471240763261449,0.9707062542438507,0.6603465961758047,1480,0.1879350244998932,5e-05,-0.9709689307957887,0.0035575815,0.141845703125,0.1,,,
150,38.16,2097,25.417388900000002,146,307200,-0.012274481334316079,0.9651304334402084,0.7226514486130327,1490,0.15533414483070374,5e-05,-0.9906249940395355,0.0036539054,0.12666015625,0.1,,,
151,38.67,2100,25.306517709999998,147,309248,-0.011410290823550894,0.968294307589531,0.7948869718238711,1500,0.2002502977848053,5e-05,-0.9578203696757555,0.0028565149,0.11259765625,0.1,,,
,,,,,310000,-0.01217286698447424,0.9635106883943081,0.7034971543587745,1510,0.18715690076351166,5e-05,-0.965980976074934,0.0040099523,0.15283203125,0.1,27.937186801202294,5.110529437710263,41.1
152,38.07,2104,24.450281359999998,147,311296,,,,,,,,,,,,,
153,37.47,2107,24.89893872,148,313344,-0.011314897186093732,0.9600260742008686,0.8289616322144866,1520,0.2692522406578064,5e-05,-0.968963835760951,0.0031915791,0.121923828125,0.1,,,
154,37.71,2111,26.17087825,149,315392,-0.010370262525975704,0.9607475847005844,1.0456224379129708,1530,0.27720877528190613,5e-05,-0.9615704167634249,0.004012539,0.147265625,0.1,,,
155,37.74,2114,27.073891890000006,150,317440,-0.011008275917265564,0.9713729154318571,0.7893248963169753,1540,0.23162004351615906,5e-05,-0.9821601608768106,0.0036576735,0.140771484375,0.1,,,
156,37.98,2117,25.652214389999997,150,319488,-0.012977888983732555,0.9693414177745581,0.6901280262041837,1550,0.249257892370224,5e-05,-0.9828173834830523,0.004621702,0.15810546875,0.1,,,
,,,,,320000,-0.014182850554061589,0.9684654958546162,0.6814116357360035,1560,0.210426926612854,5e-05,-0.9656383251771331,0.004201391,0.15673828125,0.1,30.2135549703655,6.438356965726797,38.1
157,38.85,2121,25.2296443,151,321536,,,,,,,,,,,,,
158,38.64,2125,25.692962020000003,152,323584,-0.011649398887675489,0.9616546928882599,0.8161799274850636,1570,0.17929071187973022,5e-05,-0.999637602455914,0.0035203584,0.138916015625,0.1,,,
159,38.28,2128,26.029431939999995,152,325632,-0.012660866216174326,0.9736897964030504,0.571371839242056,1580,0.13925087451934814,5e-05,-0.9702949829399585,0.0043241875,0.1748046875,0.1,,,
160,37.29,2131,27.27555893,153,327680,-0.01208787278883392,0.9743918925523758,0.623056022124365,1590,0.13647544384002686,5e-05,-0.9367973873391747,0.0035853474,0.131103515625,0.1,,,
161,37.68,2135,27.145387160000006,154,329728,-0.011374122181587154,0.9727624710649252,0.6540275172796101,1600,0.08369499444961548,5e-05,-0.9491273019462824,0.0032026763,0.147802734375,0.1,,,
,,,,,330000,-0.010476722830208018,0.9617897868156433,0.8332674255594611,1610,0.33610719442367554,5e-05,-0.9700864223763347,0.0029468471,0.1267578125,0.1,25.718405926720095,8.049978149613745,38.1
162,38.31,2138,26.278942669999996,155,331776,,,,,,,,,,,,,
163,38.55,2142,26.617888199999996,155,333824,-0.011320799913664813,0.9668366983532906,0.858231964474544,1620,0.1597898006439209,5e-05,-0.9614522716030478,0.0029602724,0.13466796875,0.1,,,
164,37.89,2145,26.523349709999998,156,335872,-0.011861460862564854,0.9735596626996994,0.619323584670201,1630,0.25853949785232544,5e-05,-0.9626484710723162,0.0044447067,0.1435546875,0.1,,,
165,37.71,2149,26.06252972,157,337920,-0.011587744083226426,0.9757801499217749,0.6082228107843548,1640,0.1365952491760254,5e-05,-0.9543707305565476,0.004047746,0.180078125,0.1,,,
166,37.53,2152,25.44356088,157,339968,-0.010228712155367248,0.9631097912788391,0.8951822862029075,1650,0.2253287136554718,5e-05,-0.9421774186193943,0.0035454934,0.122802734375,0.1,,,
,,,,,340000,-0.013174118823371828,0.9710050821304321,0.8034188212826848,1660,0.26819074153900146,5e-05,-0.9205703837797046,0.0037634326,0.159619140625,0.1,27.63634454224773,6.938674523386554,39.3
167,38.76,2156,25.408734320000004,158,342016,,,,,,,,,,,,,
168,38.88,2159,25.16217948,159,344064,-0.012874249183369102,0.9673299863934517,0.7435876748058945,1670,0.40170222520828247,5e-05,-0.9414923040196299,0.0045619034,0.152734375,0.1,,,
169,38.19,2163,25.78102304,159,346112,-0.011886597119882936,0.9575361013412476,0.8018194661475718,1680,0.10944664478302002,5e-05,-0.9402968794107437,0.0039635347,0.14306640625,0.1,,,
170,38.07,2166,27.672212449999996,160,348160,-0.01351792498753639,0.9691109731793404,0.6939154743682593,1690,0.09305363893508911,5e-05,-0.976074487157166,0.0043514455,0.158154296875,0.1,,,
,,,,,350000,-0.012511645740596577,0.9768903162330389,0.6229772522114218,1700,0.14567886292934418,5e-05,-0.9323670487850905,0.0045809913,0.166064453125,0.1,25.35742582156293,6.156927628771562,40.8
171,38.19,2170,27.333050759999995,161,350208,,,,,,,,,,,,,
172,38.43,2173,27.53351047,162,352256,-0.013632348331157118,0.970290582627058,0.6025084647815675,1710,0.12330900132656097,5e-05,-0.9623886179178953,0.004766984,0.17890625,0.1,,,
173,37.65,2177,27.79578312,162,354304,-0.011641518886608537,0.9808640461415052,0.5932024606503546,1720,0.0698506236076355,5e-05,-0.9407172409817577,0.00326417,0.146533203125,0.1,,,
174,37.32,2180,26.552643979999992,163,356352,-0.013347079601953738,0.9721981324255466,0.5426565404050052,1730,0.11018118262290955,5e-05,-0.8981537561863661,0.004185198,0.162158203125,0.1,,,
175,38.28,2183,26.760610270000008,164,358400,-0.012054055448970757,0.9743563644587994,0.529511372372508,1740,0.09386812150478363,5e-05,-0.9227156786248087,0.005217175,0.17158203125,0.1,,,
,,,,,360000,-0.012976647890172898,0.9818876665085554,0.466913084173575,1750,0.14172059297561646,5e-05,-0.930356327071786,0.0042874655,0.16240234375,0.1,25.783412643894742,5.958527835688941,41.4
176,38.61,2187,27.02473285,164,360448,,,,,,,,,,,,,
177,37.95,2191,26.876465299999996,165,362496,-0.012370118047692813,0.9726338014006615,0.5614298219792545,1760,0.11597328633069992,5e-05,-0.9338357780128718,0.004035036,0.147998046875,0.1,,,
178,38.52,2194,26.650168800000003,166,364544,-0.01235748116960167,0.9710937794297934,0.7177142101339996,1770,0.2072831094264984,5e-05,-0.9282373519614339,0.003731558,0.14482421875,0.1,,,
179,38.25,2197,25.65314302,166,366592,-0.012697831084369681,0.9707522317767143,0.7532143501099199,1780,0.1718585193157196,5e-05,-0.9080348560586572,0.0038100174,0.14814453125,0.1,,,
180,37.83,2201,26.779297870000004,167,368640,-0.012157461466267705,0.9681103117763996,0.7412220431491733,1790,0.15326660871505737,5e-05,-0.9146263558417559,0.0042672064,0.152392578125,0.1,,,
,,,,,370000,-0.012400870401324936,0.9757554940879345,0.5783559137023986,1800,0.13347958028316498,5e-05,-0.9042865358293056,0.004454781,0.15849609375,0.1,31.529302638402346,5.152281395808778,37.5
181,38.49,2204,26.459058159999994,168,370688,,,,,,,,,,,,,
182,38.58,2208,27.273637159999993,168,372736,-0.011223080268246121,0.9688163213431835,0.614998530736193,1810,0.13216474652290344,5e-05,-0.8743613248690962,0.0038993335,0.13134765625,0.1,,,
183,37.83,2211,27.508894399999996,169,374784,-0.013019072802853771,0.974821450188756,0.6093635943252593,1820,0.09089510142803192,5e-05,-0.9010128671303391,0.0047355937,0.176611328125,0.1,,,
184,37.8,2214,26.54625947,170,376832,-0.01285364975919947,0.9742262717336416,0.7095923826098443,1830,0.17833703756332397,5e-05,-0.8620779704302549,0.004467061,0.16005859375,0.1,,,
185,38.22,2218,27.027114420000007,170,378880,-0.012814484859700315,0.9756217561662197,0.5338105225469917,1840,0.11906921118497849,5e-05,-0.913630785048008,0.00474084,0.164111328125,0.1,,,
,,,,,380000,-0.01272703959402861,0.9770433269441128,0.6320065271109343,1850,0.08946317434310913,5e-05,-0.8679092235863208,0.004621026,0.172802734375,0.1,32.43801765949509,6.935820259650942,37.2
186,37.77,2222,27.594011960000003,171,380928,,,,,,,,,,,,,
187,37.74,2225,26.766977610000005,172,382976,-0.013187703148287256,0.9802600145339966,0.44753325066994876,1860,0.11334779113531113,5e-05,-0.8739155804738402,0.005261334,0.17216796875,0.1,,,
188,37.89,2228,25.949748419999995,172,385024,-0.012590364960487932,0.9707720912992954,0.6604895568452775,1870,0.17663365602493286,5e-05,-0.8766850709915162,0.004504234,0.167041015625,0.1,,,
189,38.16,2232,26.51255861,173,387072,-0.012252442353201332,0.9691378604620695,0.7856192058883608,1880,0.2099599987268448,5e-05,-0.8768317587673664,0.0038606906,0.144873046875,0.1,,,
190,38.31,2235,27.50252855,174,389120,-0.01338023749704007,0.9741092808544636,0.6036220504902303,1890,0.10716937482357025,5e-05,-0.8704484682530165,0.004702604,0.171337890625,0.1,,,
,,,,,390000,-0.011428751949279104,0.9769459404051304,0.5203489013947546,1900,0.13881437480449677,5e-05,-0.8462728830054402,0.0037477124,0.1666015625,0.1,30.66723718095314,5.6843731823725205,40.5
191,38.85,2239,27.621615780000006,174,391168,,,,,,,,,,,,,
192,38.88,2242,27.684447119999994,175,393216,-0.013676657147880179,0.9782074373215437,0.5579309566412121,1910,0.14704644680023193,5e-05,-0.8700663078576326,0.005417145,0.166015625,0.1,,,
193,39.24,2246,27.260760750000003,175,395264,-0.012250582697743085,0.9801378436386585,0.38090152479708195,1920,0.15297824144363403,5e-05,-0.8937744798138738,0.005467776,0.1826171875,0.1,,,
194,37.92,2249,27.92500923,176,397312,-0.01051707199003431,0.9726261962205172,0.6060412234626711,1930,0.10694049298763275,5e-05,-0.8696329738944769,0.0035842303,0.13642578125,0.1,,,
195,38.01,2252,27.744609330000003,177,399360,-0.012748068351356778,0.9798069354146719,0.48629547986201943,1940,0.15128181874752045,5e-05,-0.8683602901175618,0.0046014325,0.165234375,0.1,,,
,,,,,400000,-0.013844569503271486,0.976671114563942,0.613272843696177,1950,0.09249067306518555,5e-05,-0.8945664016529917,0.005374137,0.190771484375,0.1,32.23061207612838,3.831261488448076,36.3
196,37.59,2256,26.88982096,177,401408,,,,,,,,,,,,,
197,38.13,2259,26.895147109999996,178,403456,-0.012499212706461548,0.972791438922286,0.562119647487998,1960,0.10775889456272125,5e-05,-0.8618107052519918,0.004864255,0.160693359375,0.1,,,
198,38.49,2263,28.255258159999993,179,405504,-0.013061622678651474,0.9810535199940205,0.4564820775296539,1970,0.08920720219612122,5e-05,-0.8484239656478166,0.005566047,0.189306640625,0.1,,,
199,37.44,2266,29.04490765,179,407552,-0.012402218765055295,0.9798092469573021,0.5900617740582674,1980,0.14827467501163483,5e-05,-0.8431313391774893,0.005657473,0.172412109375,0.1,,,
200,37.26,2269,29.464436100000004,180,409600,-0.013380405826319474,0.9820509161800146,0.4473086079116911,1990,0.08970142900943756,5e-05,-0.844488606415689,0.004566604,0.162060546875,0.1,,,
,,,,,410000,-0.011985639049089513,0.981230529025197,0.5747192101553082,2000,0.2910201847553253,5e-05,-0.8321081904694438,0.0043976125,0.164599609375,0.1,30.65404552923684,8.384838685531927,37.5
201,37.05,2273,29.40955192,181,411648,,,,,,,,,,,,,
202,37.32,2276,28.87906534,181,413696,-0.011222745882696472,0.9748175293207169,0.6802143550012261,2010,0.4029872417449951,5e-05,-0.8476241372525692,0.0042458954,0.135791015625,0.1,,,
203,37.11,2280,29.00614439,182,415744,-0.012278149808116723,0.9824197124689817,0.4872853505890816,2020,0.056207697838544846,5e-05,-0.8117319220677018,0.0050324304,0.160888671875,0.1,,,
204,37.71,2283,28.9699447,182,417792,-0.012529395314777503,0.9768365044146776,0.5533026528079062,2030,0.1493755728006363,5e-05,-0.8331668715924024,0.0046843635,0.1904296875,0.1,,,
205,37.17,2286,29.562549769999997,183,419840,-0.012720537606219296,0.9840189591050148,0.3827661364339292,2040,0.07488760352134705,5e-05,-0.821550682745874,0.005906849,0.198388671875,0.1,,,
,,,,,420000,-0.011293260984530207,0.9830915220081806,0.5019790637306869,2050,0.18141858279705048,5e-05,-0.8297869365662336,0.0056523746,0.1640625,0.1,31.309553281545732,7.04836183854978,40.5
206,37.68,2290,29.031830600000003,184,421888,,,,,,,,,,,,,
207,37.65,2293,28.863055520000003,184,423936,-0.01077585726598045,0.979099839925766,0.5321464839857072,2060,0.16236227750778198,5e-05,-0.8421320443972945,0.0048977993,0.155419921875,0.1,,,
208,37.44,2297,28.515199850000002,185,425984,-0.013451630237977952,0.982342105358839,0.5011282953433692,2070,0.15455973148345947,5e-05,-0.8272097716107965,0.005255078,0.18173828125,0.1,,,
209,37.53,2300,27.214136410000002,186,428032,-0.01292337516497355,0.9765305537730455,0.6184589747805148,2080,0.1667383462190628,5e-05,-0.8312897073104978,0.0041301623,0.1533203125,0.1,,,
,,,,,430000,-0.01220944071392296,0.9777912981808186,0.5243798476178199,2090,0.07881210744380951,5e-05,-0.8100841738283634,0.004053491,0.156005859375,0.1,30.64679747345332,5.223538684350572,38.4
210,37.47,2304,28.20794638,186,430080,,,,,,,,,,,,,
211,38.31,2307,28.42100438,187,432128,-0.011449817552056629,0.9826160632073879,0.4668456693412736,2100,0.1355598270893097,5e-05,-0.81251733712852,0.0050634053,0.16455078125,0.1,,,
212,37.86,2310,27.245155410000002,187,434176,-0.01254146931169089,0.973735835403204,0.5125261374749244,2110,0.0972292572259903,5e-05,-0.8256548170000315,0.0065087797,0.18310546875,0.1,,,
213,37.77,2314,27.446920640000002,188,436224,-0.013129281487636035,0.9774466063827276,0.5564585640095174,2120,0.08938899636268616,5e-05,-0.81462925914675,0.0047986605,0.173974609375,0.1,,,
214,37.29,2317,29.376738609999997,189,438272,-0.01248005574234412,0.9814581107348204,0.5008041560184211,2130,0.09876266866922379,5e-05,-0.8203725485131145,0.0059726234,0.17685546875,0.1,,,
,,,,,440000,-0.012308805033535463,0.9824233390390873,0.5179176161065697,2140,0.16905204951763153,5e-05,-0.8150052864104509,0.0048130574,0.156201171875,0.1,27.120828482679098,9.384009974954365,39.0
215,36.93,2321,29.62343375,189,440320,,,,,,,,,,,,,
216,37.23,2324,29.9305468,190,442368,-0.013021405904146377,0.9809203669428825,0.5337545743212104,2150,0.10419438779354095,5e-05,-0.8117188837379217,0.0051761065,0.180078125,0.1,,,
217,38.79,2327,29.409314379999998,190,444416,-0.0116937864360807,0.9786888342350721,0.5747177466750145,2160,0.10629644989967346,5e-05,-0.8175442619249225,0.004590638,0.1666015625,0.1,,,
218,39.24,2331,27.783317850000003,191,446464,-0.01235713815985946,0.9796844832599163,0.43984401486814023,2170,0.10246249288320541,5e-05,-0.8479867536574602,0.00453313,0.176025390625,0.1,,,
219,38.91,2334,28.266729510000005,192,448512,-0.012218648477573878,0.9796971287578344,0.4481774422340095,2180,0.06400325894355774,5e-05,-0.8526109978556633,0.0048983395,0.172509765625,0.1,,,
,,,,,450000,-0.011546576769615059,0.982583723962307,0.4471047939732671,2190,0.07597719877958298,5e-05,-0.8350129073485733,0.0053649954,0.17939453125,0.1,30.430236509365812,6.047554487854443,39.6
220,38.01,2338,29.020265329999997,192,450560,,,,,,,,,,,,,
221,38.28,2341,28.36805683,193,452608,-0.011922426983801415,0.9782210346311331,0.48401528699323537,2200,0.0790146067738533,5e-05,-0.8263294974341988,0.0064792,0.165869140625,0.1,,,
222,38.76,2344,28.792605360000003,193,454656,-0.012947464935132302,0.980399152263999,0.4499495326541364,2210,0.05897962301969528,5e-05,-0.8050170158967376,0.0049779424,0.1640625,0.1,,,
223,37.71,2348,29.47472963,194,456704,-0.011724181950557976,0.9769256394356489,0.6462429638486356,2220,0.13892212510108948,5e-05,-0.8062434833496809,0.0044979174,0.15341796875,0.1,,,
224,38.13,2351,27.553508500000003,195,458752,-0.011797903597471304,0.9818627536296844,0.4534682249184698,2230,0.11965674161911011,5e-05,-0.8188122015446424,0.0047127185,0.18056640625,0.1,,,
,,,,,460000,-0.013600245901034213,0.9798939470201731,0.4894737438298762,2240,0.1636122465133667,5e-05,-0.813858176022768,0.00553871,0.16982421875,0.1,27.433631513900508,6.161810349599351,41.4
225,38.55,2355,27.948447889999997,195,460800,,,,,,,,,,,,,
226,38.61,2358,28.812060689999996,196,462848,-0.011752723334211623,0.9812327846884727,0.46507901083678005,2250,0.09847616404294968,5e-05,-0.8123323054984212,0.005487117,0.177587890625,0.1,,,
227,37.59,2361,29.230642269999997,196,464896,-0.011696372050209902,0.9843237865716219,0.3755715654231608,2260,0.07411053776741028,5e-05,-0.8067841762676835,0.0056999973,0.177783203125,0.1,,,
228,37.5,2365,28.62603634,197,466944,-0.012793096249515657,0.9842079244554043,0.4143811024259776,2270,0.08707986027002335,5e-05,-0.828359566628933,0.0053071897,0.179443359375,0.1,,,
229,37.5,2368,28.490473650000002,198,468992,-0.013001343834912405,0.9823001511394978,0.34639645407442005,2280,0.12060391157865524,5e-05,-0.8149880059063435,0.00575302,0.201904296875,0.1,,,
,,,,,470000,-0.011895348165126052,0.9749682601541281,0.5037785454886035,2290,0.11168289184570312,5e-05,-0.8145648993551731,0.0048410455,0.16708984375,0.1,27.973807504997012,7.83941240820963,35.4
230,37.23,2372,29.359348689999997,198,471040,,,,,,,,,,,,,
231,38.25,2375,29.7921445,199,473088,-0.012420898389427748,0.9776847939938307,0.5655688823666424,2300,0.1489773392677307,5e-05,-0.785122737288475,0.0045659477,0.158837890625,0.1,,,
232,38.46,2378,29.05050885,199,475136,-0.013041762975626625,0.9842588510364294,0.3802914679981768,2310,0.07787680625915527,5e-05,-0.8084595892578363,0.0050817523,0.1705078125,0.1,,,
233,38.49,2382,29.583134310000005,200,477184,-0.012824145282502286,0.9839367549866438,0.46600395077839496,2320,0.1140793114900589,5e-05,-0.8068321749567986,0.008074098,0.19775390625,0.1,,,
234,38.16,2385,28.851270839999994,200,479232,-0.01223853608535137,0.9848816087469459,0.42193297171033917,2330,0.0742611363530159,5e-05,-0.8107648091390729,0.0058503062,0.1982421875,0.1,,,
,,,,,480000,-0.014319326166878454,0.9786012731492519,0.4846024596597999,2340,0.12827125191688538,5e-05,-0.8159291515126824,0.0064584245,0.18623046875,0.1,32.12607144092245,5.510824106162941,37.8
235,37.74,2389,28.55488213,201,481280,,,,,,,,,,,,,
236,38.34,2392,28.360278740000002,202,483328,-0.012732005034922621,0.9854336613789201,0.3899249947397038,2350,0.08980486541986465,5e-05,-0.7944162515923381,0.006350477,0.1830078125,0.1,,,
237,38.13,2396,28.936706620000006,202,485376,-0.011642383795697242,0.9779288526624441,0.5054374865954742,2360,0.07632993906736374,5e-05,-0.7973052648827433,0.0047228206,0.143115234375,0.1,,,
238,37.08,2399,30.198923889999996,203,487424,-0.012241584414732642,0.9815610125660896,0.4274840565631166,2370,0.11648491024971008,5e-05,-0.8023644398897887,0.0057269176,0.187890625,0.1,,,
239,35.94,2402,30.4213526,203,489472,-0.011555722312186845,0.9836313985288143,0.5251520782709121,2380,0.14538149535655975,5e-05,-0.7715966166928411,0.005225726,0.15830078125,0.1,,,
,,,,,490000,-0.011787027482932899,0.9847944779321551,0.4591742262011394,2390,0.11743137240409851,5e-05,-0.7793408205732704,0.005037127,0.161376953125,0.1,31.335329715791737,3.9792423073343275,37.5
240,37.35,2406,29.46794246,204,491520,,,,,,,,,,,,,
241,37.95,2410,29.060989609999996,204,493568,-0.011251812988484744,0.9844233058393002,0.42315766932442783,2400,0.14187543094158173,5e-05,-0.8123730614781379,0.004178586,0.1453125,0.1,,,
242,37.59,2413,28.923675149999998,205,495616,-0.01415211091953097,0.9811342339962721,0.4691162705654278,2410,0.045706454664468765,5e-05,-0.791069214232266,0.005625627,0.172314453125,0.1,,,
243,37.68,2416,29.891270919999997,205,497664,-0.012994995262124576,0.9822761360555887,0.4296718978788704,2420,0.06437745690345764,5e-05,-0.7628275200724601,0.0053912867,0.174072265625,0.1,,,
244,38.13,2420,30.311500020000004,206,499712,-0.013659601442486746,0.9857387254014611,0.427937417011708,2430,0.10025790333747864,5e-05,-0.7940903289243579,0.0052431994,0.1916015625,0.1,,,
,,,,,500000,-0.011740282003302127,0.9817043785005808,0.48026670701801777,2440,0.07895925641059875,5e-05,-0.7901814615353941,0.004771666,0.167138671875,0.1,28.91426636925638,9.644719863283852,38.1
245,37.65,2423,29.014780249999998,206,501760,,,,,,,,,,,,,
246,38.04,2427,28.29239407,207,503808,-0.013445089065498905,0.9775461480021477,0.641955293295905,2450,0.11627204716205597,5e-05,-0.7891280042007566,0.005110656,0.16474609375,0.1,,,
247,37.56,2430,29.80431513,208,505856,-0.014105058168934193,0.9856621334329247,0.3599532112246379,2460,0.06246452033519745,5e-05,-0.7923711301758886,0.0066994573,0.19736328125,0.1,,,
248,38.19,2433,29.718945589999997,208,507904,-0.012237507556710625,0.9829880148172379,0.42128442553803325,2470,0.11352138966321945,5e-05,-0.7566700831055642,0.0047861002,0.161962890625,0.1,,,
249,37.98,2437,29.17429369,209,509952,-0.012840666239208076,0.9845856297761202,0.37568232100456955,2480,0.024069584906101227,5e-05,-0.8115599051117897,0.004628963,0.18017578125,0.1,,,
,,,,,510000,-0.010238579515134915,0.9789234176278114,0.5755949915852397,2490,0.13501568138599396,5e-05,-0.7785814095288515,0.0050484696,0.158056640625,0.1,29.150753271274038,10.038265629153946,37.5
250,38.46,2441,29.546654710000006,209,512000,,,,,,,,,,,,,
251,38.49,2444,29.732179969999997,210,514048,-0.012038973381277174,0.9849273003637791,0.36465168034192175,2500,0.08996377885341644,5e-05,-0.7745445316657424,0.0056397016,0.1650390625,0.1,,,
252,37.26,2447,28.742573670000002,210,516096,-0.012023167288134573,0.9803182836622,0.48943193750455977,2510,0.07822668552398682,5e-05,-0.7672072693705558,0.004593087,0.156982421875,0.1,,,
253,37.56,2451,28.326535130000003,211,518144,-0.011802379369328264,0.9770389460027218,0.4493698586476967,2520,0.09833323955535889,5e-05,-0.7622786063700915,0.004903872,0.156494140625,0.1,,,
,,,,,520000,-0.011019722114724573,0.9810350369662046,0.39119363999925555,2530,0.12541095912456512,5e-05,-0.7566588211804628,0.005991483,0.169384765625,0.1,31.32857510559083,4.80361136717095,37.2
254,37.89,2455,29.17212051,211,520192,,,,,,,,,,,,,
255,37.44,2458,29.41235179,212,522240,-0.009942181388032623,0.9772773887962103,0.5513416189234703,2540,0.21740217506885529,5e-05,-0.7669755160808563,0.004013623,0.15263671875,0.1,,,
256,37.83,2461,29.19805717,212,524288,-0.012985311746888328,0.9828712325543165,0.3897899579955265,2550,0.08249631524085999,5e-05,-0.7670187598094345,0.0053608087,0.173974609375,0.1,,,
257,37.92,2465,28.97728991,213,526336,-0.012157068109081593,0.9860614035278559,0.35607474457938226,2560,0.055857472121715546,5e-05,-0.776030252687633,0.0056871967,0.1736328125,0.1,,,
258,38.55,2468,28.759812750000005,214,528384,-0.01198784234957202,0.9791871774941683,0.5306764773558825,2570,0.07656159996986389,5e-05,-0.7696585293859244,0.005429612,0.173779296875,0.1,,,
,,,,,530000,-0.011849552614148707,0.9865380544215441,0.41222868147306146,2580,0.07258053869009018,5e-05,-0.7735076244920492,0.00557438,0.189453125,0.1,30.620110164393196,6.281721864754656,35.7
259,38.37,2472,28.92669113,214,530432,,,,,,,,,,,,,
260,37.05,2475,30.909082280000003,215,532480,-0.01248075331095606,0.987112351693213,0.36145544340834024,2590,0.08928532153367996,5e-05,-0.758534137532115,0.005856107,0.18310546875,0.1,,,
261,37.92,2478,31.13903488,215,534528,-0.01117341698409291,0.9857113575562835,0.41612466659862546,2600,0.08607889711856842,5e-05,-0.7779446106404067,0.0065381536,0.18681640625,0.1,,,
262,38.25,2482,29.784399829999998,216,536576,-0.011822081908758265,0.9851401913911104,0.37710783069487663,2610,0.09586295485496521,5e-05,-0.7644527290016413,0.005387452,0.184033203125,0.1,,,
263,37.77,2485,29.81011919,216,538624,-0.011558889161824482,0.9822346866130829,0.3457458172226325,2620,0.02476837858557701,5e-05,-0.7513340136036277,0.007727381,0.1904296875,0.1,,,
,,,,,540000,-0.009581204279311351,0.9817914851009846,0.4549041815334931,2630,0.2938857078552246,5e-05,-0.7617724040523172,0.0043580025,0.159912109375,0.1,32.11049552426514,5.401167398990286,39.9
264,38.31,2489,30.08324175,217,540672,,,,,,,,,,,,,
