#{"t_start": 1708852487.448879, "env_id": "scheduler-customEnv"}
r,l,t
22.318743,42,270.061693
20.186517,46,270.22475
17.461076,49,270.352954
17.321628,45,270.450914
18.58251,42,270.574397
15.782563,45,270.68448
14.585796,46,270.802925
22.689306,45,270.916976
26.682996,44,271.033179
20.541586,44,271.224704
13.99729,48,271.370685
20.941169,46,271.522836
29.703452,41,271.613959
25.914789,46,271.768452
26.059771,43,271.884118
23.558084,49,272.012993
23.150434,48,272.129745
17.904756,56,272.25948
31.803161,47,272.391129
32.3528,43,272.49894
16.913491,47,272.616575
26.729904,41,272.735302
20.398533,52,272.925287
15.542241,46,273.178909
28.52315,43,273.372447
25.031427,50,273.489734
19.552198,47,273.622805
20.231771,48,273.764935
19.62045,48,273.878324
30.499503,43,273.974776
32.599096,41,274.114295
21.751565,48,274.242083
28.659045,43,274.447577
30.252965,45,274.608247
20.107483,44,274.747912
26.692507,47,274.951407
29.636904,42,275.051395
22.204367,40,275.163057
19.071776,44,275.292183
24.40433,44,275.456854
21.152275,47,275.56738
23.732204,43,275.657533
23.129783,42,275.773211
17.687775,46,275.869565
28.265152,41,275.980878
23.647129,45,276.09292
21.155087,43,276.233187
16.918642,54,276.364811
24.875285,44,276.457627
24.508389,47,276.582162
31.406325,41,276.690681
21.445232,49,276.815927
22.482364,51,276.966191
24.250943,43,277.068954
26.751538,45,277.182908
22.00391,43,277.463386
20.846293,43,277.616589
21.049872,46,277.805606
28.211632,42,277.936914
17.821275,44,278.051033
29.215342,43,278.150608
21.145038,43,278.249859
19.109231,42,278.367057
21.7037,44,278.472625
25.551298,44,278.575879
24.19292,42,278.674183
36.218205,42,278.804233
25.774141,46,278.916147
22.079023,48,279.023978
20.839239,50,279.180346
18.45518,47,279.309341
29.926727,42,279.52383
24.531414,40,279.738085
16.40758,54,279.875375
25.544453,44,280.052656
21.266247,41,280.164605
21.502307,45,280.270618
26.955259,43,280.39402
18.562209,42,280.497889
15.236968,44,280.61653
19.056823,52,280.77092
25.503501,46,280.89792
18.317896,44,281.136965
15.245881,54,281.34712
31.015381,41,281.649549
27.103622,43,281.832256
36.713354,49,282.085832
27.388772,48,282.203901
17.589343,46,282.329989
